Judul,Harga,Lokasi,Link
Apartemen Dijual di Kebon Kosong,Rp 550Jt,"RW 06, Kebon Kosong, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-dfd5dbc5d720-be89-19cb73a-8a78-717f
Apartemen Dijual di Jati,Rp 310Jt,"RW 08, Jati, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-8cdabcf0c35a-715e-19e9122-b0d8-7151
Apartemen Dijual di Kelapa Gading,"Rp 5,50M","RW 13, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-1a7573b16d5-e436-19e90fa-8e3e-73b2
Kondominium Dijual di Pasar Baru,Rp 900Jt,"RW 06, Pasar Baru, Sawah Besar, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-64a4e7b15f4a-eca9-19e492f-83f1-74e5
Apartemen Dijual di Grogol Petamburan,Rp 785Jt,"RW 01, Jelambar, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-84d323387996-a57f-19d8a77-9b1e-7559
Apartemen Dijual di Cengkareng,Rp 700Jt,"RW 14, Cengkareng Timur, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-82399bb7ee14-9101-19cfa3c-9860-7368
Apartemen Dijual di Pademangan,Rp 835Jt,"RW 10, Pademangan Barat, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a2f2cc282940-f5e9-19cd0f6-99f0-7215
Apartemen Dijual di Bendungan Hilir,Rp 850Jt,"RW 06, Bendungan Hilir, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-6762a132bad3-cab5-19c9346-8767-7167
Apartemen Dijual di Duren Tiga,Rp 480Jt,"RW 07, Duren Tiga, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-c55b43950ba2-f32b-19c181c-875f-70a8
Apartemen Dijual di Bumi Serpong Damai,Rp 450Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-4e284f4cec78-7f86-19c931d-9e9f-7411
Apartemen Dijual di Cikini,Rp 1M,"RW 02, Cikini, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d0cf17d73347-2df0-19ed6a9-9135-7a70
Apartemen Dijual di Jatinangor,Rp 300Jt,"Jatinangor, Sumedang, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/sumedang/dekat-ke-itb-unpad-ikopin-dan-ipdn-apartemen-pinew-172027536661/
Apartemen Dijual di Bumi Serpong Damai,Rp 560Jt,"BSD Grand CBD, BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-edbbefe408a0-481-19bb61a-a3d3-7246
Apartemen Dijual di Kalibata,Rp 850Jt,"RW 07, Kalibata, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-bce4c67c1d8f-4a9a-19e4f17-96ef-73f5
Apartemen Dijual di Sunter Jaya,Rp 300Jt,"RW 11, Sunter Jaya, Tanjung Priok, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-84cee8be5f08-957c-19f1d2a-bb7e-7156
Apartemen Dijual di Semolowaru,Rp 320Jt,"RW 02, Semolowaru, Sukolilo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-e253c864b668-aa78-19e9bad-9a6d-73a5
Apartemen Dijual di Kelapa Gading,Rp 900Jt,"RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-976c1a112617-5bf2-19e867a-b1ec-7ca5
Apartemen Dijual di Cilandak,"Rp 1,45M","RW 06, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-82fb64b8cea-5b27-19e1b64-b0b3-7082
Apartemen Dijual di Bumi Serpong Damai,Rp 1M,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/dijual-1-unit-apartemen-sky-house-bsd-lokasi-super-173805533622/
Apartemen Dijual di Pasar Minggu,"Rp 1,55M","RW 05, Ragunan, Pasar Minggu, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-apartemen-vasaka-solterra-di-pejaten-jakart-174564381490/
Apartemen Dijual di Jatinegara,"Rp 1,25M","RW 02, Kampung Melayu, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-apartemen-full-furnished-di-casablanca-mans-17405623854/
Apartemen Dijual di Barito Kuala,"Rp 6,75M","Mentaren, Barito Kuala, Kalimantan Selatan",https://www.lamudi.co.id/properti/41032-73-9900608f01c3-9f8d-adef3b2e-b57b-4db5
Apartemen Dijual di Barito Kuala,"Rp 6,75M","Mentaren, Barito Kuala, Kalimantan Selatan",https://www.lamudi.co.id/properti/41032-73-5f65727873b8-d343-39dbdcaa-ad7c-42ad
Apartemen Dijual di Cicendo,"Rp 2,20M","Arjuna, Cicendo, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-e53f3a2f49cd-72ac-19dbaf6-bd62-7978
Apartemen Dijual di Bandung Wetan,Rp 800Jt,"Citarum, Bandung Wetan, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-e9bc8d2bbd3f-f439-19d7d34-a319-7b5c
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,15M","BSD Grand CBD, BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-33201ff7cf18-db22-19ee564-998b-7453
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,25M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/apartemen-premium-branz-bsd-174840283631/
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,70M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/dijual-apartement-premium-branz-bsd-174822708778/
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,20M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/dijual-apartemen-premium-branz-bsd-174822746848/
Apartemen Dijual di Kalisari,Rp 450Jt,"RW 08, Kalisari, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-d9a8de99867a-f2cb-19e8732-a333-7b8c
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,10M","BSD City, Cicalengka, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-ef0c24b5b9d-be6b-19ea601-842b-7475
Apartemen Dijual di Panunggangan Timur,Rp 400Jt,"Panunggangan Timur, Pinang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-2715f6e2a91c-604a-19ea61c-a68b-7646
Apartemen Dijual di Bumi Serpong Damai,"Rp 4,50M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-19738103dbb-3cd6-19e779d-a056-756d
Apartemen Dijual di Grogol Petamburan,"Rp 1,70M","RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-639366c1aea-6e70-19c88a5-a17f-7142
Apartemen Dijual di Sukomanunggal,Rp 300Jt,"RW 03, Sukomanunggal, Sukomanunggal, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-df64e223b4fb-eb18-19e64ec-9883-7874
Apartemen Dijual di Grogol Petamburan,"Rp 1,90M","RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-9dbcba6363a4-dc4f-19c7958-b949-7086
Apartemen Dijual di Grogol Petamburan,Rp 3M,"RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-1945487ced56-f685-19a9f77-8b68-7211
Apartemen Dijual di Grogol Petamburan,"Rp 1,40M","RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b4e6f8cdfd21-dd44-19c9eb1-bdd6-7795
Apartemen Dijual di Grogol Petamburan,Rp 998Jt,"RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-f5527e196c35-3882-19e72fc-86e2-72a8
Apartemen Dijual di Grogol Petamburan,"Rp 1,50M","RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-2d0a7c4b7e01-baf3-19cb265-9c2a-7106
Apartemen Dijual di Grogol Petamburan,Rp 1M,"RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-9242d52066ae-95c5-19ca28c-b2ce-7057
Apartemen Dijual di Cengkareng,Rp 750Jt,"RW 02, Duri Kosambi, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a4dd8d920e55-895f-19e7303-a544-7591
Apartemen Dijual di Bekasi Timur,Rp 400Jt,"Bulak Kapal, Margahayu, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-a12762841ea1-158b-19c4723-824c-7172
Apartemen Dijual di Grogol Petamburan,Rp 950Jt,"RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-75b993d8263-68ba-19e4f08-83db-7625
Apartemen Dijual di Grogol,"Rp 1,70M","RW 07, Grogol, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-mediterania-garden-2-tanjung-duren-3-kamar-174954118251/
Apartemen Dijual di Grogol,"Rp 2,50M","RW 07, Grogol, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-apartemen-taman-anggrek-residence-jarang-ad-175514521293/
Apartemen Dijual di Grogol Petamburan,"Rp 1,05M","RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b7a2d141dc12-9de9-19e3a91-b930-7801
Kondominium Dijual di Grogol,"Rp 3,50M","RW 07, Grogol, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-taman-anggrek-residence-condo-3-1-bedrooms-173881872022/
Apartemen Dijual di Grogol Petamburan,Rp 950Jt,"RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-757a7f40f38d-2be1-19d94fb-bd64-74a5
Apartemen Dijual di Grogol Petamburan,"Rp 1,30M","RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-64ac1e69bea2-e1e3-19d94e7-a2f6-75d8
Apartemen Dijual di Grogol Petamburan,Rp 950Jt,"RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-5cab0e227914-6c78-19cd140-a1de-76d8
Apartemen Dijual di Grogol Petamburan,"Rp 1,10M","RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-253f0ec60e07-d0ea-19cd17b-923f-7161
Apartemen Dijual di Grogol,Rp 1M,"RW 07, Grogol, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/mediterania-garden-2-tipe-2-kamar-full-furnish-at-174954122665/
Apartemen Dijual di Cipulir,"Rp 1,40M","RW 11, Cipulir, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-apartemen-permata-hijau-suite-1-bedroom-di-174954120594/
Apartemen Dijual di Grogol,"Rp 2,10M","RW 07, Grogol, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-apartemen-baru-grand-madison-di-tanjung-dur-173096507759/
Apartemen Dijual di Grogol,Rp 650Jt,"RW 07, Grogol, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/best-view-apart-parkland-avenue-di-hotel-sahid-ser-174954125788/
Apartemen Dijual di Grogol Petamburan,"Rp 1,60M","RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4d71eafae326-2e66-19d8a34-aaf0-76f3
Apartemen Dijual di Menteng Dalam,"Rp 3,20M","RW 12, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-5a3fcc9f25ac-ffb6-19a9010-989b-7685
Apartemen Dijual di Kalirungkut,Rp 270Jt,"RW 01, Kali Rungkut, Rungkut, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-d88875a40a17-98a8-19d89c1-8be4-7721
Apartemen Dijual di Kedung Baruk,Rp 400Jt,"RW 04, Kedung Baruk, Rungkut, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-37b090aa1f97-c58b-19e8208-baa1-7616
Apartemen Dijual di Tangerang,Rp 130Jt,"Kota Modern, Tangerang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-10b4d6bfa437-96d9-19ef8c0-bdb1-70fb
Apartemen Dijual di Tangerang,Rp 13Jt,"Kota Modern, Tangerang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-b318cb1c812b-98ca-19ef8b6-96c2-71a6
Apartemen Dijual di Bumi Serpong Damai,"Rp 4,70M","BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-31a84c3b5a5f-f2f0-19e972b-af2b-7f31
Apartemen Dijual di Kembangan,"Rp 2,50M","RW 02, Meruya Utara, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-3a9af99904c3-24c9-19ed000-a75d-72e9
Apartemen Dijual di Kembangan,"Rp 2,50M","RW 02, Meruya Utara, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-af6b30fe509a-a976-19ecfee-8a65-70c0
Apartemen Dijual di Kemayoran,Rp 595Jt,"RW 08, Sumur Batu, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-65bd23572e33-748b-19ea67b-bd06-7976
Apartemen Dijual di Bekasi Timur,Rp 400Jt,"LRT City Bekasi, Rawasemut, Margahayu, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-e4858e3892f-1f99-19e9cba-a39d-73f6
Apartemen Dijual di Bekasi Timur,Rp 670Jt,"Kp Belter, Rawasemut, Margahayu, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-f8c0ef49c527-9e4b-19e96c8-8f16-7c7b
Apartemen Dijual di Cikini,Rp 2M,"RW 02, Cikini, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-ebbc44c31bfd-fcc9-19e8bb4-a40e-7752
Apartemen Dijual di Gading Serpong,Rp 900Jt,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-560491429d71-5cbf-19f1bec-859d-74a5
Apartemen Dijual di Gading Serpong,Rp 900Jt,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-71d8d25d840d-c5e9-19f17d2-b828-7568
Apartemen Dijual di Bumi Serpong Damai,"Rp 3,20M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-778cb8fb2319-5379-19d7be7-afbd-7cf1
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,50MProperti sitaan","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-b8b7be506ba8-6b8c-19d7bef-be32-7fc9
Apartemen Dijual di Bumi Serpong Damai,"Rp 2,65M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/dijual-cepat-atau-disewakan-marigold-navapark-bsd-175280129247/
Apartemen Dijual di Tangerang,Rp 130Jt,"Kota Modern, Tangerang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-951f77b792d8-9906-19ef874-a098-7216
Apartemen Dijual di Kembangan,"Rp 2,50M","RW 02, Meruya Utara, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-434fdb56f27f-3cda-19ecfba-ad36-7705
Apartemen Dijual di Bumi Serpong Damai,"Rp 5,30M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/dijual-apartement-mewah-marigold-navapark-bsd-city-175275199130/
Apartemen Dijual di Bumi Serpong Damai,"Rp 2,35M","BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-63b242dc8ff6-9a99-19cd0d1-b74c-781a
Apartemen Dijual di Bumi Serpong Damai,"Rp 4,50M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/dijual-cepat-dan-murah-marigold-3-1-br-di-navapark-175280836379/
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,70M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/dijual-cepat-apartemen-marigold-navapark-termurah-175275280682/
Apartemen Dijual di Bumi Serpong Damai,Rp 2M,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/dijual-cepat-apartment-marigold-1br-full-furnished-175280465938/
Apartemen Dijual di Bumi Serpong Damai,"Rp 3,70M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/dijual-cepat-apartment-marigold-2-1-br-full-furnis-175280397827/
Apartemen Dijual di Bendungan Hilir,Rp 16M,"RW 06, Bendungan Hilir, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-f2d5521558c9-a4b0-19cf502-99f5-71c1
Apartemen Dijual di Pakulonan,"Rp 6,20M","Pakulonan, Serpong Utara, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-5b1d5b913d9-87cd-19cf544-a9d5-7292
Apartemen Dijual di Cisauk,Rp 8M,"Cibadak, Suradita, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-b853477dcb90-ba97-19db9af-921f-77d2
Apartemen Dijual di Kebayoran Lama,Rp 7M,"RW 01, Kebayoran Lama Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-455b02493f5e-a5bb-19b2b23-acd7-74d6
Apartemen Dijual di Kebayoran Lama,"Rp 8,80M","RW 01, Kebayoran Lama Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-10973223e641-cc0c-19b2b1e-ae53-77d8
Apartemen Dijual di Kedungdoro,Rp 4M,"RW 10, Kedungdoro, Tegalsari, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-1ce1c7ddccc0-866f-19f1cc8-b38d-74f4
Apartemen Dijual di Gunung Anyar,Rp 250Jt,"RW 06, Gunung Anyar, Gunung Anyar, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-1f91bfc6fec9-d7c3-19f129a-a49d-75d5
Apartemen Dijual di Kalisari,Rp 265Jt,"Pakuwon City, RW 08, Kalisari, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-53157c27ec19-9325-19ecaa1-959c-7067
Apartemen Dijual di Medokan Semampir,Rp 200Jt,"RW 08, Medokan Semampir, Sukolilo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-61c1f7bbb311-8e8f-19ecaaa-8e06-7269
Apartemen Dijual di Babakan,Rp 330Jt,"Babakan, Tangerang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-4892016536cb-3fe1-19cb31d-bd2c-7fea
Apartemen Dijual di Cakung,Rp 300Jt,"RW 06, Pulo Gebang, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d4d0848df0ee-974f-19b8c62-97d2-7430
Apartemen Dijual di Babakan,Rp 500Jt,"Babakan, Tangerang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-e32116a06932-c8cb-19cb327-b272-7efb
Apartemen Dijual di Kelapa Gading,Rp 735Jt,"RW 13, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a62d95afb8f8-bf22-19e8778-b9a2-7211
Apartemen Dijual di Bintaro,Rp 970Jt,"RW 01, Bintaro, Pesanggrahan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-siap-huni-embarcadero-bintaro-170781736140/
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,20M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-46059eed862a-bab7-19e5e53-87f5-7318
Kondominium Dijual di Cempaka Putih,"Rp 1,88M","RW 07, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/apartemen-holland-village-siap-huni-170823549614/
Apartemen Dijual di Grogol Petamburan,"Rp 1,15M","RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d196a25a445c-c50c-199bdad-a99c-7bdd
Apartemen Dijual di Cempaka Putih,"Rp 1,88M","RW 07, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/apartemen-holland-village-luxury-siap-huni-luxury-17082730280/
Kondominium Dijual di Cempaka Putih,"Rp 2,30M","RW 07, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/apartemen-holland-village-siap-huni-jakarta-pusat-17091296903/
Apartemen Dijual di Bumi Serpong Damai,"Rp 3,30M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-4e5b5da5e28e-148f-19dbf00-a7a9-7210
Apartemen Dijual di Kelapa Gading,"Rp 2,90M","RW 01, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-859ec6dc0353-339a-19e4439-a42a-7612
Kondominium Dijual di Sunter Jaya,"Rp 1,50M","RW 09, Sunter Jaya, Tanjung Priok, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/jual-apartemen-holland-village-jakarta-siap-huni-169167781598/
Apartemen Dijual di Cempaka Putih,"Rp 1,67M","RW 03, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/apartemen-holland-village-siap-huni-harga-terjangk-170703231020/
Kondominium Dijual di Cempaka Putih,"Rp 3,15M","RW 03, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/apartemen-holland-village-siap-huni-jakarta-pusat-170719834250/
Kondominium Dijual di Cempaka Putih,"Rp 3,26M","RW 03, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/apartemen-holland-village-siap-huni-jakarta-pusat-170719907071/
Kondominium Dijual di Koja,"Rp 1,75M","RW 09, Lagoa, Koja, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/apartemen-siap-huni-holland-village-170260953724/
Apartemen Dijual di Mulyorejo,Rp 290Jt,"RW 01, Mulyorejo, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/jual/jawa-timur/surabaya/dijual-apartemen-educity-tower-yale-tipe-studio-di-173450263025/
Apartemen Dijual di Grogol Petamburan,Rp 800Jt,"RW 01, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b6130e1e189b-b141-19ca4be-9669-7cb9
Apartemen Dijual di Jatinegara,Rp 540Jt,"RW 06, Kampung Melayu, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-32a78c8b4e92-a7fc-19e92d0-a0ad-72e9
Apartemen Dijual di Mangga Dua Selatan,"Rp 1,50M","RW 07, Mangga Dua Selatan, Sawah Besar, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-425f7f59d78-677d-19e7f16-a7b5-7ab0
Apartemen Dijual di Pademangan,Rp 850Jt,"RW 08, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-84c2ebfee8c6-8cbf-19e92af-afa1-7846
Apartemen Dijual di Cilandak,"Rp 2,10M","RW 04, Pondok Labu, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4a402b58ecde-3c40-19ea2d6-99f6-79d1
