Judul,Harga,Lokasi,Link
Apartemen Dijual di Beji,"Rp 1,20M","Pondok Cina, Beji, Depok, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-2eee731a113d-c05a-db083b63-a08b-4101
Apartemen Dijual di Bojong Nangka,Rp 330Jt,"Podomoro Golf View, Bojong Nangka, Gunung Putri, Kab Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-afe2e15c3ae9-60a4-ac0024-9e6f-4ed9
Apartemen Dijual di Grogol Petamburan,"Rp 2,10M","RW 07, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-2e392f4f5a69-6d9b-22736ccf-8879-48fc
Apartemen Dijual di Senen,"Rp 1,60M","RW 03, Senen, Senen, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-1039c104e195-9e68-19c2e0a-a8cb-7c9a
Apartemen Dijual di Kebon Melati,"Rp 6,50M","RW 07, Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-63639485ac06-a54c-a125255e-a4d1-4dbc
Apartemen Dijual di Cinere,Rp 230Jt,"Cinere, Cinere, Depok, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-79887f003382-99ae-dd4d555a-b9ad-49c2
Apartemen Dijual di Kalisari,Rp 270Jt,"Pakuwon City, RW 08, Kalisari, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-94ee41c38a65-db0d-fcca7e9f-bfb8-4e79
Apartemen Dijual di Cakung,Rp 400Jt,"RW 06, Pulo Gebang, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4136af4d2a5a-b7e0-62c27776-a25a-4c0a
Apartemen Dijual di Lontar,Rp 525Jt,"RW 01, Lontar, Sambikerep, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-6ca847f1b486-adbb-60680375-aef8-480e
Apartemen Dijual di Karet Semanggi,"Rp 1,50M","RW 02, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-5027d0fd943-bd84-59d02eb0-bd3d-4a43
Apartemen Dijual di Gayungan,Rp 450Jt,"RW 02, Gayungan, Gayungan, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-bee9e780a201-29d0-6f51a737-9c4e-4eed
Apartemen Dijual di Cilandak,"Rp 1,60M","RW 07, Lebak Bulus, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-84e018495fa6-102c-19c1d49-9793-7720
Apartemen Dijual di Tanah Sareal,Rp 550Jt,"Cibadak, Tanah Sareal, Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-a9c7f885d144-1b36-709facc2-8e6b-449c
Apartemen Dijual di Kelapa Gading,Rp 850Jt,"RW 03, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/dijual-apartemen-paladian-park-tower-c-kelapa-gadi-172457531680/
Apartemen Dijual di Cibogo,Rp 250Jt,"Cibeulut, Cibogo, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-b0187d511a7e-7df8-19d6c8a-9230-7182
Apartemen Dijual di Petemon,Rp 200Jt,"RW 01, Petemon, Sawahan, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-73e1c47eb7b2-daef-5d940179-9c9c-4ab7
Apartemen Dijual di Penjaringan,Rp 265Jt,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-51ba590cf3c5-bae4-19d4856-bbf4-779c
Apartemen Dijual di Cilandak,"Rp 1,30M","RW 09, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-378303064e10-4d6c-c91d308b-a4ec-4db0
Apartemen Dijual di Cibitung,Rp 450Jt,"MM2100 Industrial Town, Gandamekar, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-b74dba2ed19e-d569-a1fc5b55-9ce1-4202
Apartemen Dijual di Dukuh Pakis,Rp 550Jt,"RW 06, Gunungsari, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-f5435522e9e9-7af6-2c493b1a-95fd-4948
Apartemen Dijual di Embong Kaliasin,"Rp 1,40M","RW 01, Embong Kaliasin, Genteng, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-48417024d7f4-b968-2f97ca80-b555-4053
Apartemen Dijual di Kembangan,Rp 280Jt,"RW 07, Srengseng, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-c705b908eb74-740b-6c019042-bfc9-4491
Apartemen Dijual di Bekasi Utara,Rp 435Jt,"Rawa Bugel, Perwira, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-7146ac7c33f7-3cec-19e4efc-967a-77ff
Apartemen Dijual di Karet Semanggi,Rp 63Jt,"RW 04, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-936393f00695-b726-8b1f2d68-bef3-473f
Apartemen Dijual di Dukuh Pakis,"Rp 4,20M","Graha Famili, RW 02, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-8d9a4d0f393e-9003-866dc427-83d4-4e12
Apartemen Dijual di Dukuh Pakis,"Rp 5,45M","Bukit Darmo, RW 02, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-a8e49f116c52-e6c5-4036081-8a09-495a
Apartemen Dijual di Cengkareng,Rp 385Jt,"RW 04, Cengkareng Barat, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a80387a4c4e1-f47-40997e12-b18b-42dc
Apartemen Dijual di Cengkareng,Rp 298Jt,"RW 04, Cengkareng Barat, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-f9aaef898cfa-404-df8721ef-9ddc-4dad
Apartemen Dijual di Mampang Prapatan,"Rp 2,18M","RW 10, Pela Mampang, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a4cb5daf74a-801e-9a9d2768-8c91-4695
Apartemen Dijual di Pancoran,Rp 1M,"RW 05, Rawajati, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b395e0f369c1-f00f-19e9202-8f4a-7507
Apartemen Dijual di Pancoran,Rp 800Jt,"RW 05, Rawajati, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-af88fc004e7f-f157-19e91f0-8e43-743b
Apartemen Dijual di Beji,"Rp 2,50M","Pondok Cina, Beji, Depok, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-20602f9977c7-c2be-19f11ce-9525-743e
Apartemen Dijual di Cirebon,"Rp 1,30M","Kedungjaya, Kabupaten Cirebon, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-6aa564e96448-2636-19d5d04-8216-7443
Apartemen Dijual di Cirebon,"Rp 1,35M","Kedungjaya, Kabupaten Cirebon, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-2a97d6d706b1-bca2-19d5cf6-9139-77aa
Apartemen Dijual di Citraland,"Rp 1,50M","Citraland, RW 03, Made, Sambikerep, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-c91576328772-f356-19b1225-954a-739c
Apartemen Dijual di Karet Kuningan,Rp 6M,"RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4a3faafac200-7608-19a5a04-b014-7460
Apartemen Dijual di Serpong,"Rp 2,30M","Cadasmampar, Serpong, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/dijual-apartemen-yukata-suites-2br-full-furnished-175292418257/
Apartemen Dijual di Medokan Ayu,Rp 300Jt,"RW 11, Medokan Ayu, Rungkut, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-8c54fae7dc9c-6f31-8815ebba-ae81-4ed6
Apartemen Dijual di Genteng,"Rp 1,35M","RW 08, Ketabang, Genteng, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-a4391f1ad4c8-52fd-db289435-8261-49e6
Apartemen Dijual di Mulyorejo,Rp 450Jt,"Pakuwon City, RW 03, Kejawen Putih Tambak, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-3fe021a3829a-247d-f429cfc-b1f5-4160
Apartemen Dijual di Keputih,Rp 260Jt,"RW 08, Keputih, Sukolilo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-3b653d7a7c31-ded9-99e17985-b920-4307
Apartemen Dijual di Dukuh Pakis,Rp 4M,"RW 06, Dukuh Pakis, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/jual/jawa-timur/surabaya/1927-dijual-apartement-the-rosebay-tower-h-by-grah-175122455555/
Apartemen Dijual di Siwalankerto,Rp 375Jt,"RW 01, SiwalanKerto, Wonocolo, Surabaya, Jawa Timur",https://www.lamudi.co.id/jual/jawa-timur/surabaya/1906-dijual-apartement-the-square-surabaya-174966930650/
Apartemen Dijual di Gayungan,Rp 675Jt,"RW 04, Ketintang, Gayungan, Surabaya, Jawa Timur",https://www.lamudi.co.id/jual/jawa-timur/surabaya/1833-dijual-apartemen-aryaduta-cito-surabaya-selat-173411728734/
Apartemen Dijual di Jemur Wonosari,Rp 400Jt,"RW 10, Jemur Wonosari, Wonocolo, Surabaya, Jawa Timur",https://www.lamudi.co.id/jual/jawa-timur/surabaya/1922-apartemen-the-city-square-margorejo-wonocolo-175070703953/
Kondominium Dijual di Kelapa Dua,Rp 800Jt,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-a287cb07ace4-d8e9-19db021-999a-79c5
Apartemen Dijual di Kebon Melati,"Rp 1,20Jt","RW 09, Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d168af63a359-6559-19d7115-ac5b-7e54
Apartemen Dijual di Kebon Melati,Rp 950Jt,"Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-cfaf00ac816d-3875-19e8691-af83-729d
Apartemen Dijual di Pantai Indah Kapuk,Rp 480Jt,"Pantai Indah Kapuk, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/apartemen-siap-huni-harga-murah-175852536171/
Apartemen Dijual di Bumi Serpong Damai,Rp 860Jt,"BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-50a92c1664bf-d884-19e4f39-9bf5-74f2
Apartemen Dijual di Bumi Serpong Damai,Rp 850JtProperti sitaan,"BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-113d6dfec944-f24-19eb097-92b3-7831
Apartemen Dijual di Bumi Serpong Damai,Rp 750JtProperti sitaan,"BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-6faa258e092-4925-19eb0a0-b428-7e45
Apartemen Dijual di Pinang,Rp 750Jt,"Pinang, Pinang, Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang/di-jual-apartemen-free-ppn-100-samping-binus-dan-u-175834226065/
Apartemen Dijual di Alam Sutera,Rp 650Jt,"Alam Sutera, Pinang, Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/di-jual-cepat-apartemen-murah-samping-ubm-dan-binu-175834307949/
Apartemen Dijual di Kelapa Gading,"Rp 1,30M","RW 20, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b0922eafed00-33e9-5a5675a1-858c-4121
Apartemen Dijual di Bekasi Utara,Rp 255Jt,"Summarecon Bekasi, Rawa Bugel, Perwira, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-27b1243ac580-533b-5e6c14df-9ae9-4a16
Apartemen Dijual di Dukuh Pakis,"Rp 5,20M","Bukit Mas, RW 07, Dukuh Pakis, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-de36a56574dd-31c6-19cd215-99d3-71b1
Apartemen Dijual di Kedungdoro,"Rp 4,50M","RW 10, Kedungdoro, Tegalsari, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-fd2f2a08e3a1-cf5e-19cd227-b570-7424
Apartemen Dijual di Ngagel,Rp 900Jt,"RW 02, Ngagel, Wonokromo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-b64ef1d62863-ba4e-19cd22d-83e9-73d5
Apartemen Dijual di Embong Kaliasin,"Rp 1,95M","RW 04, Embong Kaliasin, Genteng, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-df332460d9bc-1c47-19cd64d-9c79-7104
Apartemen Dijual di Ngagel,Rp 400Jt,"RW 02, Ngagel, Wonokromo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-1ed47d690011-5408-19cd231-a606-72a3
Apartemen Dijual di Bumi Serpong Damai,Rp 480Jt,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-accee822b8a5-7e10-19e9ccb-878b-7677
Apartemen Dijual di Bumi Serpong Damai,Rp 650Jt,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-8b1933914621-307d-19e921b-9e60-77b4
Apartemen Dijual di Bumi Serpong Damai,Rp 695JtProperti sitaan,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-826f241a7b09-d7cb-19a8110-b7ba-74fa
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,69M","BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-41a9748810c5-6902-19b1065-8ad8-7464
Apartemen Dijual di Bumi Serpong Damai,Rp 800Jt,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-6cb45fcd8903-2ffd-19aa0c6-acb0-70ad
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,38M","BSD City, Situ Gadung, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-d8449743347d-59c8-19d72b1-9fae-7a16
Apartemen Dijual di Bumi Serpong Damai,Rp 450Jt,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-ed1a6109bba3-98fd-19aa0dd-ac73-7f1f
Apartemen Dijual di Badung,"Rp 5,20M","Munggu, Mengwi, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-7439e5385e6f-2aad-19e95d2-9c91-7b1c
Apartemen Dijual di Karet Tengsin,Rp 16M,"RW 11, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-1c673c63cf82-dd5c-19e2b12-82b0-715b
Apartemen Dijual di Serpong Utara,"Rp 6,20M","Pakualam, Serpong Utara, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-f946909fe36-29fc-19e2b0d-8450-76c1
Apartemen Dijual di Cisauk,Rp 8M,"Cibadak, Suradita, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-d3fd39bf4d50-ec7-19e2ace-9c67-7475
Apartemen Dijual di Kebayoran Lama,Rp 7M,"RW 01, Kebayoran Lama Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-cb69be1f76ed-d837-19e2ee9-87ec-7723
Apartemen Dijual di Kebayoran Lama,"Rp 8,80M","RW 01, Kebayoran Lama Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a2cd80c18c6f-69d6-19e2eed-a07d-71eb
Apartemen Dijual di Bekasi,Rp 900Jt,"Kemang Pratama, Bekasi, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/bekasi/dijual-atau-disewakan-apartemen-m-gold-bekasi-type-173655665082/
Apartemen Dijual di Kebayoran Baru,"Rp 7,50M","RW 02, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b2f261b9d5d1-e805-19ef2b9-b532-7b10
Apartemen Dijual di Gondangdia,"Rp 18,50M","RW 04, Gondangdia, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-29bb16e042a9-bf54-19eca47-9bcd-749b
Apartemen Dijual di Karet Kuningan,Rp 4M,"RW 05, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d9352dcf9148-88b-19f1d32-bb2b-75d5
Apartemen Dijual di Kebayoran Lama,"Rp 9,50M","RW 01, Kebayoran Lama Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-8435048a1fe0-c26b-19f1d2e-be59-7174
Apartemen Dijual di Kebayoran Baru,"Rp 2,95M","SCBD, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a69907fd10e2-f1bd-19f0853-b98f-72f7
Apartemen Dijual di Karet Kuningan,"Rp 8,90M","RW 05, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d7cd6a1cdb53-9358-19f07ec-92a4-73be
Apartemen Dijual di Karet Kuningan,"Rp 3,20M","RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-12c8543a4368-6951-19f07e9-8b60-7716
Apartemen Dijual di Karet Kuningan,"Rp 7,30M","RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a6e7cfe002e4-e3a8-19f1722-939d-75d7
Apartemen Dijual di Kebayoran Lama,"Rp 4,60M","RW 05, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-17e6db97f31c-a448-19ee2e0-a9a2-7127
Apartemen Dijual di Karet Tengsin,"Rp 3,20M","RW 11, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-41f2cda27aeb-8892-19f1d36-93c8-7758
Apartemen Dijual di Karet Kuningan,Rp 10M,"RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d37019ffb333-6878-19f171d-8d93-72ca
Apartemen Dijual di Karet Kuningan,Rp 5M,"RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-442fb76aecfb-d67-19f1720-9634-71b6
Apartemen Dijual di Kuningan,"Rp 6,50M","RW 02, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-south-hills-kuningan-jakarta-selatan-169769481773/
Apartemen Dijual di Karet Kuningan,"Rp 2,90M","RW 07, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-apartemen-south-hills-kuningan-jaksel-169200878435/
Apartemen Dijual di Cipulir,"Rp 5,80M","RW 11, Cipulir, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-cepat-apartemen-1park-avenue-full-furnished-17416032698/
Apartemen Dijual di Karet Kuningan,"Rp 7,10M","RW 05, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/for-sale-apartemen-the-elements-kuningan-jakarta-s-171335117376/
Apartemen Dijual di Kebayoran Lama,"Rp 4,60M","RW 05, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/jual-apartemen-di-kebayoran-lama-utara-jakarta-sel-170087725712/
Apartemen Dijual di Kuningan,"Rp 3,60M","RW 02, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-cepat-apartemen-south-hills-di-kuningan-jak-174021167627/
Apartemen Dijual di Kuningan,"Rp 7,30M","RW 02, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/for-sale-apartemen-south-hills-kuningan-jakarta-se-171335148168/
Apartemen Dijual di Karet,"Rp 3,70M","RW 04, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-2de0188efc3f-82e5-19eac2a-bb20-7191
Apartemen Dijual di Karet,"Rp 5,60M","RW 10, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/disewakan-apartemen-verde-one-setia-budi-newly-fur-174160371644/
Apartemen Dijual di Karet Kuningan,"Rp 8,90M","RW 05, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/for-sale-apartemen-the-elements-kuningan-jakarta-s-17133513369/
Apartemen Dijual di Bumi Serpong Damai,Rp 499Jt,"BSD Sunburst CBD, Babakan, BSD City, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/disewakan-apartemen-nyaman-dekat-aeon-mall-bsd-173729965053/
Apartemen Dijual di Mariso,Rp 700Jt,"Panambungan, Mariso, Makassar, Sulawesi Selatan",https://www.lamudi.co.id/properti/41032-73-3c05f338ace-e9c7-19dd319-a941-72f4
Apartemen Dijual di Jatinegara,Rp 2M,"RW 02, Kampung Melayu, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-cepat-bu-apt-the-lavande-3br-1-maid-view-po-173744978891/
Apartemen Dijual di Semolowaru,Rp 175Jt,"RW 02, Semolowaru, Sukolilo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-5e4188a1baad-ac18-19eb068-8889-7145
Apartemen Dijual di Mulyorejo,Rp 425Jt,"Pakuwon City, RW 03, Kejawen Putih Tambak, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-bf5aeab2f349-b403-19e8e58-a109-7487
