Judul,Harga,Lokasi,Link
Apartemen Dijual di Canggu,"Rp 2,96M","Canggu, Canggu, Kuta Utara, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-b7e503bbc8d5-32d6-19d197d-81d6-707c
Apartemen Dijual di Canggu,"Rp 2,62M","Canggu, Canggu, Kuta Utara, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-413e3df3acc2-103b-19d1a08-94be-7151
Apartemen Dijual di Tabanan,"Rp 3,08M","Tabanan, Bali",https://www.lamudi.co.id/properti/41032-73-ca0f2c78e510-8413-19d199f-870f-70d4
Apartemen Dijual di Tibubeneng,"Rp 3,18M","Tibubeneng, Kuta Utara, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-edc9c5fe5f39-8ece-19d0b59-8fd2-7309
Apartemen Dijual di Canggu,"Rp 2,69M","Canggu, Canggu, Kuta Utara, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-8e4975f3ceec-220e-19d0b46-9e2e-72fa
Apartemen Dijual di Pecatu,"Rp 2,21M","Pecatu, Kuta Selatan, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-9646db8f1eca-7d6a-19d1e7b-8717-724f
Apartemen Dijual di Cemagi,"Rp 3,53M","Mengening, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-13f4c609bf2e-6a55-19d0ad0-ae8a-74f3
Apartemen Dijual di Cemagi,"Rp 5,14M","Mengening, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-8e2e2d840f7c-2032-19d0ad8-b485-7440
Apartemen Dijual di Cemagi,"Rp 6,62M","Mengening, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-4333e6d5513e-adf9-19d0adf-9bf4-74ab
Apartemen Dijual di Ubud,"Rp 2,01M","Ubud, Kecamatan Ubud, Gianyar, Bali",https://www.lamudi.co.id/properti/41032-73-9d646a016d88-d656-19d19f6-807e-76c2
Apartemen Dijual di Canggu,"Rp 2,52M","Canggu, Canggu, Kuta Utara, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-538a7702701-ee71-19d1a7b-930d-744e
Apartemen Dijual di Tabanan,"Rp 1,62M","banjar kedungu, desa belalang, Tabanan, Bali",https://www.lamudi.co.id/properti/41032-73-ef10d0c53723-b1c6-19d1ea7-94f3-77a1
Apartemen Dijual di Tabanan,"Rp 1,43M","banjar kedungu, desa belalang, Tabanan, Bali",https://www.lamudi.co.id/properti/41032-73-61183b0b74bc-8583-19d1ea3-9f43-763f
Apartemen Dijual di Ubud,"Rp 2,69M","Ubud, Kecamatan Ubud, Gianyar, Bali",https://www.lamudi.co.id/properti/41032-73-2f16e2a248d3-c9a6-19d19fb-b9e7-73ba
Apartemen Dijual di Badung,"Rp 1,77M","Kutuh, Kuta Selatan, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-fe576b8dec58-fd8f-19d1ed0-8ca5-73eb
Apartemen Dijual di Ungasan,"Rp 1,54M","Ungasan, Kuta Selatan, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-8fcc554eb64-8f3f-19d1a40-a03a-77c3
Apartemen Dijual di Ubud,"Rp 2,70M","Ubud, Kecamatan Ubud, Gianyar, Bali",https://www.lamudi.co.id/properti/41032-73-501b3c3a45-99c3-19d1eb6-98ad-765e
Apartemen Dijual di Badung,"Rp 2,11M","Kutuh, Kuta Selatan, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-955ab8898c69-351b-19d1aa5-a13e-7347
Apartemen Dijual di Luwus,"Rp 2,14M","Tua, Luwus, Tabanan, Bali",https://www.lamudi.co.id/properti/41032-73-4d5595ec6897-db05-19d0af6-a801-742b
Apartemen Dijual di Luwus,"Rp 5,73M","Tua, Luwus, Tabanan, Bali",https://www.lamudi.co.id/properti/41032-73-f9513c9581ad-fe0b-19d0a97-b9da-72a7
Apartemen Dijual di Badung,"Rp 1,69M","Badung, Bali",https://www.lamudi.co.id/properti/41032-73-b5b82be98b1e-9b23-19d1a56-90a0-7754
Apartemen Dijual di Kenderan,"Rp 3,37M","Kepitu, Kenderan, Gianyar, Bali",https://www.lamudi.co.id/properti/41032-73-cea1e3a75d08-20d3-19d0608-86fe-7583
Apartemen Dijual di Luwus,"Rp 2,51M","Tua, Luwus, Tabanan, Bali",https://www.lamudi.co.id/properti/41032-73-f897586ec264-f5e5-19d0a90-aaf7-7456
Apartemen Dijual di Dukuh Pakis,"Rp 5,45M","Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-393fcd2facc1-95cc-19f1470-8f7a-71d9
Apartemen Dijual di Cilandak,"Rp 3,35M","RW 04, Lebak Bulus, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4c98083a2a74-a389-7ee7d32d-9f48-432e
Apartemen Dijual di Kuta,"Rp 2,50M","Legian, Kuta, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-66fc56bde0c0-570f-19d588a-a42b-74b2
Apartemen Dijual di Cilandak,"Rp 2,20M","RW 08, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-9a0832c7fce4-368c-8adb9271-967e-4074
Apartemen Dijual di Bumi Serpong Damai,Rp 9Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-abd6c7022499-d236-19cb326-8b91-7067
Apartemen Dijual di Bumi Serpong Damai,Rp 800Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-bc10bae3fe87-c301-19ccc7d-91f0-7085
Apartemen Dijual di Gelora,"Rp 2,30M","RW 01, Gelora, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-segera-unit-apartemen-3bedroom-175557944511/
Apartemen Dijual di Cipete Utara,"Rp 2,20M","RW 09, Cipete Utara, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-94f94cf88117-f76f-19e2f50-be4d-70f8
Apartemen Dijual di Bumi Serpong Damai,Rp 460Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-76e0eaf9dd08-8364-19cb354-86a0-7664
Apartemen Dijual di Cengkareng,"Rp 1,70M","RW 04, Rawa Buaya, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-82f9d96f7459-32b4-19d8c5e-8938-7f43
Apartemen Dijual di Ancol,Rp 850Jt,"RW 10, Ancol, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/bu-apartemen-northland-dijual-cepat-murah-170649531519/
Apartemen Dijual di Grogol Petamburan,Rp 850Jt,"RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/apartemen-taman-anggrek-tipe-studio-lokasi-strateg-17178272144/
Apartemen Dijual di Cengkareng,Rp 700JtProperti sitaan,"RW 13, Cengkareng Timur, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/apartemen-city-resort-fasilitas-elit-dijual-murah-17096121213/
Apartemen Dijual di Cibubur,Rp 1M,"RW 10, Cibubur, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4a41a33a3836-8d70-19f07c1-9526-71a3
Apartemen Dijual di Cempaka Putih,Rp 495Jt,"RW 09, Rawasari, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-1f5cf2e4690-8692-fa2e234-89dd-4ad2
Apartemen Dijual di Kelapa Gading,Rp 830Jt,"RW 19, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-8691c1dc46d0-3fa2-19dbc6a-8984-77e3
Apartemen Dijual di Dukuh Pakis,"Rp 5,45M","Bukit Darmo, RW 02, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-ac0d644028e5-3c10-19e3bec-8172-776d
Apartemen Dijual di Bumi Serpong Damai,Rp 880Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-6e6c857c8495-7242-19daf88-b314-74c0
Apartemen Dijual di Penjaringan,Rp 880Jt,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-973e98e00351-9ecf-19c2305-9acf-7647
Apartemen Dijual di Penjaringan,Rp 470Jt,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-5c1a292724a0-7f32-19c1d56-9f4a-71b5
Apartemen Dijual di Penjaringan,Rp 530Jt,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-9f818b1c362c-905f-19c1d68-935a-77a9
Apartemen Dijual di Bumi Serpong Damai,"Rp 5,20M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-bc72dfcc7221-27b5-19db00d-8bba-79cd
Apartemen Dijual di Alam Sutera,"Rp 1,05M","Alam Sutera, Pinang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-e2f8c94b8f0c-6780-19dc36d-9ba7-7474
Apartemen Dijual di Citraland,"Rp 1,50M","Citraland, RW 06, Made, Sambikerep, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-217e11a0df00-208e-19df71c-8917-77f2
Apartemen Dijual di Kalideres,Rp 365Jt,"RW 03, Semanan, Kalideres, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-cepat-apartemen-palm-mansion-2br-semi-furni-17452380841/
Apartemen Dijual di Dukuh Pakis,Rp 375Jt,"RW 01, Dukuh Pakis, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-ce600c68d701-6621-19e49af-b6f0-7825
Apartemen Dijual di Karang Mulya,Rp 680Jt,"Karang Mulya, Karang Tengah, Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang/dijual-cepat-apartemen-the-nest-2br-171689035338/
Apartemen Dijual di Kembangan,"Rp 3,75M","RW 02, Kembangan Selatan, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-bb465c707e6c-589-19e9361-a157-70dc
Apartemen Dijual di Karang Tengah,Rp 600Jt,"Karang Tengah, Karang Tengah, Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang/dijual-cepat-apartemen-the-nest-puri-17536786756/
Apartemen Dijual di Kelapa Gading,Rp 6M,"RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b85446c80169-ab13-93d0ccfd-8be5-46d7
Apartemen Dijual di Gading Serpong,"Rp 1,10M","Ruko Bavaria, Paramount Serpong, Gading Serpong, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-a82c501e8885-f3a8-19db093-8526-752d
Apartemen Dijual di Kebon Jeruk,"Rp 3,80M","RW 03, Kedoya Selatan, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-514c75ed9b63-d716-19e9357-af52-7b30
Apartemen Dijual di Kelapa Gading,Rp 1M,"RW 13, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-3fae00b1ea7c-49c0-f200ee94-8bba-4be6
Apartemen Dijual di Kelapa Gading,"Rp 4,90M","RW 22, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-32e35824ab41-b0d6-a14724c-9f53-4fb8
Apartemen Dijual di Karet Kuningan,"Rp 11,50M","RW 07, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-12b25d3efb65-355a-3e65fa03-a2ce-491a
Apartemen Dijual di Cikini,"Rp 1,30M","RW 04, Cikini, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b7ad33c14bd8-251c-19c5cc2-bd89-7120
Apartemen Dijual di Alam Sutera,Rp 550Jt,"Alam Sutera, Pinang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-a7f77f68c089-be33-19daf78-b6c9-71f8
Apartemen Dijual di Beji,Rp 560Jt,"Pondok Cina, Beji, Depok, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-24433618d1fe-12c2-19e416f-b053-7830
Apartemen Dijual di Kelapa Gading,"Rp 1,45M","RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-2ef8e88b80a2-69a0-984d8771-871d-434b
Apartemen Dijual di Cengkareng,"Rp 1,25M","RW 03, Rawa Buaya, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-f7ca2ff3516a-a4f3-19eda53-ad74-7371
Apartemen Dijual di Mariso,"Rp 671,20Jt","Centre Point of Indonesia (CPI), Panambungan, Mariso, Makassar, Sulawesi Selatan",https://www.lamudi.co.id/properti/41032-73-d0a78edf9ab7-4efe-19da482-8b31-7344
Apartemen Dijual di Mulyorejo,Rp 450Jt,"RW 02, Kejawen Putih Tambak, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-c4914ed5c7f1-57db-19e976c-85f1-7271
Apartemen Dijual di Keputih,Rp 250Jt,"RW 01, Keputih, Sukolilo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-d6184a052433-63d-19e970b-a77c-77e5
Apartemen Dijual di Mariso,"Rp 1,55M","Panambungan, Mariso, Makassar, Sulawesi Selatan",https://www.lamudi.co.id/properti/41032-73-f9243d01522-197-19a5767-9533-7699
Apartemen Dijual di Bintaro,Rp 650Jt,"CBD Bintaro Jaya, Bintaro Jaya, Pondok Aren, Tangerang Selatan, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/nice-unit-aparment-atlanta-residence-171997929847/
Apartemen Dijual di Mulyorejo,Rp 490Jt,"RW 03, Kejawen Putih Tambak, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-19cc30aeb75c-7682-19e9710-bd6f-79f2
Apartemen Dijual di Tanah Sareal,Rp 430Jt,"Kedung Badak, Tanah Sareal, Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-9968188c47f7-6c0-19db0b8-b61e-7c36
Apartemen Dijual di Masale,Rp 450Jt,"Masale, Masale, Panakkukang, Makassar, Sulawesi Selatan",https://www.lamudi.co.id/properti/41032-73-d78405dd2554-11d8-19c07c2-8d85-7e13
Apartemen Dijual di Cikini,Rp 7M,"RW 02, Cikini, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-349fa1693e62-e8a5-19c4d43-9b0e-7205
Apartemen Dijual di Kalisari,Rp 560Jt,"Pakuwon City, RW 08, Kalisari, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-9ac2dcf54c1e-aa7d-19e98a1-bcc8-709a
Apartemen Dijual di Karet Tengsin,"Rp 1,30M","RW 09, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-144098963cf1-acd7-19eefb8-ba55-7584
Apartemen Dijual di Mariso,Rp 750Jt,"Centre Point of Indonesia (CPI), Panambungan, Mariso, Makassar, Sulawesi Selatan",https://www.lamudi.co.id/properti/41032-73-b07a282c1c7c-f2c1-19d757c-bdf9-70ef
Apartemen Dijual di Cikarang Selatan,Rp 300Jt,"Meikarta, Cibatu, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-b270c349583a-e2f-19dd81d-bc80-7fb8
Apartemen Dijual di Pantai Indah Kapuk,Rp 175Jt,"Pantai Indah Kapuk, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/lanjut-cicilan-apartemen-tokyo-riverside-pik2-stud-171775221025/
Apartemen Dijual di Gading Serpong,Rp 790Jt,"Ruko Bavaria, Paramount Serpong, Gading Serpong, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-887538376175-9d7d-19dbe66-96da-7539
Apartemen Dijual di Canggu,"Rp 2,00M","Canggu, Canggu, Kuta Utara, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-a98b3ac3159a-789a-e0a2c4e5-8273-472a
Apartemen Dijual di Canggu,Rp 3M,"Canggu, Canggu, Kuta Utara, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-29f7ee647aaa-f7b5-c954377a-a8e2-4573
Apartemen Dijual di Canggu,"Rp 4,66M","Canggu, Canggu, Kuta Utara, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-1a251e97d904-54cb-d3e51856-95dd-43b6
Kondominium Dijual di Kuta,Rp 990Jt,"Kuta, Kuta, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-4489d0b17e57-7999-19e4f55-b9db-72ea
Apartemen Dijual di Kalisari,Rp 625Jt,"Pakuwon City, RW 08, Kalisari, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-7f1aa7a921e1-8d2a-19e1af7-8e46-72cf
Apartemen Dijual di Gubeng,Rp 185Jt,"RW 06, Kertajaya, Gubeng, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-8a0ba4696134-31fd-19ef8d7-a9da-72a6
Apartemen Dijual di Grogol Petamburan,"Rp 1,60M","RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-c01d389abd0f-a472-19daf29-b088-7058
Apartemen Dijual di Alam Sutera,"Rp 3,20M","Alam Sutera, Pinang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-28bc2fcd15cf-4818-19e8dba-80d2-7944
Apartemen Dijual di Serpong,"Rp 1,60M","Cadasmampar, Serpong, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/apartemen-yukata-1-br-mezanine-harga-murah-17206006578/
Apartemen Dijual di Bulak,Rp 550Jt,"Bulak, Bulak, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-a1e25567be5b-ba0a-19cccbf-b5a2-7db7
Apartemen Dijual di Cengkareng,Rp 650Jt,"RW 01, Cengkareng Barat, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/apartemen-sentraland-cengkareng-bunaken-jakbar-174055533323/
Apartemen Dijual di Cimone Jaya,Rp 500Jt,"Cimone Jaya, Karawaci, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-32035ccd28ca-31b8-19e963f-8b42-7c32
Apartemen Dijual di Alam Sutera,Rp 900Jt,"Alam Sutera, Pinang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-53dcaf41dc7c-e5c-19e836f-9f30-79f6
Apartemen Dijual di Grogol Petamburan,"Rp 1,75M","RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-f101131172f1-9fa9-19dcd2c-8737-7157
Apartemen Dijual di Kelapa Dua,Rp 650Jt,"Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-68d28ad1432-d88b-19daf33-9ce7-7770
Apartemen Dijual di Cempaka Putih,Rp 600Jt,"RW 09, Rawasari, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-7a183648df6e-74a1-19aaaa1-a292-71da
Apartemen Dijual di Kelapa Gading,"Rp 1,50M","RW 19, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-af8dba75142d-9a94-19d25fd-b0b3-73b5
Apartemen Dijual di Babatan,Rp 425Jt,"Pakuwon Indah, Kawasan Superblock Pakuwon, Babatan, Wiyung, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-5b54f2ec9a98-5467-19cccb2-8e93-7220
Apartemen Dijual di Serpong,Rp 558Jt,"Lengkong Gudang Timur, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-accdd25ff680-96f8-199fccb-a3fb-7ba3
Apartemen Dijual di Babatan,Rp 575Jt,"Pakuwon Indah, Kawasan Superblock Pakuwon, Babatan, Wiyung, Surabaya, Jawa Timur",https://www.lamudi.co.id/jual/jawa-timur/surabaya/dijual-apartemen-dekat-its-dan-unair-174695418387/
Apartemen Dijual di Cidadap,"Rp 2,90M","Hegarmanah, Cidadap, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-7679e1e33974-1793-19cb711-97f7-7b50
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,95M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-c62e93180352-2be-19c22bc-aa6d-7145
Apartemen Dijual di Bojong Nangka,Rp 400Jt,"Podomoro Golf View, Bojong Nangka, Gunung Putri, Kab Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-6b4a00d2b384-26d9-1997aec-bdf4-7510
Apartemen Dijual di Cilandak,"Rp 4,10M","RW 04, Lebak Bulus, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-5efd701daab3-2a31-19f0358-8ec7-71e4
Apartemen Dijual di Cicendo,"Rp 1,40M","Arjuna, Cicendo, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-7bf3d0c50005-765a-48d86b15-8671-476e
Apartemen Dijual di Petemon,Rp 279Jt,"RW 01, Petemon, Sawahan, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-be91db500df5-2402-19e7ea2-8793-72d6
Apartemen Dijual di Babatan,"Rp 3,90M","Pakuwon Indah, Kawasan Superblock Pakuwon, Babatan, Wiyung, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-d21f5cb04955-e9b3-19e7e8a-9067-75d0
Apartemen Dijual di Keputih,Rp 250Jt,"RW 01, Keputih, Sukolilo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-c76d107bb308-63a6-19e977f-aab7-7833
Apartemen Dijual di Bintaro,"Rp 1,90M","RW 01, Bintaro, Pesanggrahan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-apartemen-modern-di-bintaro-jaya-siap-untuk-174065734424/
Apartemen Dijual di Kebayoran Lama,Rp 10M,"RW 16, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-aparteman-mewah-strategis-di-kawasan-pondok-174141993373/
Apartemen Dijual di Kebayoran Lama,"Rp 5,50M","RW 16, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-mewah-bergengsi-di-pondok-indah-174142085793/
Apartemen Dijual di Karet,"Rp 2,80M","RW 04, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-c2ba36b46ae3-f820-19f1272-8677-75f5
Apartemen Dijual di Kelapa Gading,"Rp 5,50M","RW 13, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-309cf0d01fbe-72df-19eee99-a11f-7654
Apartemen Dijual di Dukuh Pakis,Rp 525Jt,"RW 06, Dukuh Pakis, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/jual/jawa-timur/surabaya/dijual-apartemen-2-bedroom-puncak-bukit-golf-surab-173287036215/
Apartemen Dijual di Pademangan,"Rp 1,25M","RW 10, Pademangan Barat, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-94e6b79f7ca6-a5a-19ee5c5-bbb5-7529
Apartemen Dijual di Lontar,Rp 675Jt,"Pakuwon Indah, RW 16, Lontar, Sambikerep, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-948c5b899c1c-48eb-19e7e5e-b45a-72c7
Apartemen Dijual di Cidadap,Rp 450Jt,"Hegarmanah, Cidadap, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-4a79bbeb8d03-3f3a-19e686c-85c9-71b8
Apartemen Dijual di Grogol Utara,Rp 15M,"RW 07, Grogol Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-9d3c5b30c7aa-c04-19f1be0-b01e-7783
Apartemen Dijual di Cengkareng,"Rp 1,10M","RW 02, Duri Kosambi, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-3860fc3f2335-ddd-19d8c36-8e0a-77d0
Apartemen Dijual di Penjaringan Sari,Rp 400Jt,"RW 02, Penjaringan Sari, Rungkut, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-7b521c70e3af-a371-19eaba6-8df2-73f6
Apartemen Dijual di Cipete Utara,Rp 27M,"RW 04, Cipete Utara, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-f8f09dba013a-ff4b-19ca294-bd48-7d9c
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,39M","BSD City, Situ Gadung, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-3eb716aaf3c5-596c-19d9a7e-841d-7bdf
Apartemen Dijual di Cikarang Selatan,Rp 700Jt,"Pasirsari, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-d6c2e62fbb24-d85d-19eede3-9ee9-7498
Apartemen Dijual di Kalideres,Rp 340Jt,"RW 02, Pegadungan, Kalideres, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-6e6d8058786b-a8bb-19e1ffb-b4f2-79f6
Apartemen Dijual di Kelapa Dua,"Rp 1,50M","Lippo Village, Bencongan Indah, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-806881b4c2a7-2ab7-19c21f4-8843-774f
