Judul,Harga,Lokasi,Link
Apartemen Dijual di Sukoharjo,"Rp 1,90M","Gadingan, Sukoharjo, Jawa Tengah",https://www.lamudi.co.id/properti/41032-73-269ae1922c26-b9c5-19b0373-9041-7ce7
Apartemen Dijual di Kalideres,"Rp 1,70M","RW 05, Tegal Alur, Kalideres, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d84cdc8ac4c-86ec-19eace6-9fbe-7778
Apartemen Dijual di Wonocolo,Rp 160Jt,"Perumahan Margorejo Indah, RW 04, Sidosermo, Wonocolo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-f34fb8782e87-3558-19e48d9-8256-73ba
Apartemen Dijual di Pulo Gadung,Rp 300Jt,"RW 02, Pulo Gadung, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-833bdaf63b21-930c-19efe6e-af44-735b
Apartemen Dijual di Ngagel,"Rp 1,20M","RW 02, Ngagel, Wonokromo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-d44f77c12c7d-7df7-19f1c1a-b3f5-74a6
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,30M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-986f4ab52c89-a15e-19c4346-a0c7-7571
Apartemen Dijual di Mulyorejo,Rp 975Jt,"Pakuwon City, RW 03, Kejawen Putih Tambak, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-ca7345b98dd0-f69a-19e1afa-8862-7671
Apartemen Dijual di Gading Serpong,Rp 550Jt,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-a90adfc99bac-554e-19a7118-8b0d-77e8
Apartemen Dijual di Tanah Sareal,Rp 915Jt,"Kencana, Tanah Sareal, Bogor, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/bogor/dijual-murah-over-credit-190jt-174671378480/
Kondominium Dijual di Cengkareng,"Rp 2,95M","RW 13, Cengkareng Barat, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-51ee63b36650-bac0-19d9a62-9d8e-773c
Apartemen Dijual di Bintaro,Rp 420Jt,"Sektor 3A, Bintaro Jaya, Pondok Aren, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-bdfa53f0a45f-3830-19bb00f-9276-7c57
Apartemen Dijual di Cikokol,"Rp 2,48M","RW 02, Cikoko, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-multi-fungsi-yg-dpt-digunakan-sebagai-ka-171807231912/
Apartemen Dijual di Duri Kepa,Rp 500Jt,"RW 03, Duri Kepa, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/apartemen-exlucive-di-pusat-bisnis-jakarta-barat-d-171920147141/
Apartemen Dijual di Bumi Serpong Damai,Rp 305Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/type-studio-1-ac-furnish-cash-ppjb-172987269268/
Apartemen Dijual di Citraland,Rp 450Jt,"Pakuwon Indah, RW 06, Lidah Wetan, Lakarsantri, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-d06d13833321-621e-19e1ca1-81f4-724d
Apartemen Dijual di Grogol Petamburan,"Rp 2,50M","RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-cecd6c04ae97-e6a7-19ba112-a8d5-7862
Apartemen Dijual di Gondomanan,Rp 650Jt,"Prawirodirjan, Gondomanan, Kota Yogyakarta, Depok, Daerah Istimewa Yogyakarta",https://www.lamudi.co.id/properti/41032-73-5dd9a2b5cab8-b3a1-19e8bf1-9d25-7426
Apartemen Dijual di Bintaro,"Rp 2,20M","RW 03, Bintaro, Pesanggrahan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b1150b77c132-ec7-199b8aa-a82d-77b5
Apartemen Dijual di Alam Sutera,Rp 2,"Alam Sutera, Pinang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-8fbeee3b7173-b3de-19ba0fa-93ab-7a95
Apartemen Dijual di Karet Kuningan,Rp 950Jt,"RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-tamansari-semanggi-175757550248/
Apartemen Dijual di Ancol,Rp 950Jt,"RW 10, Ancol, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/jual-apt-ancol-mansion-furnish-174668004074/
Apartemen Dijual di Grogol Petamburan,Rp 950Jt,"RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/jual-cepat-apartemen-di-madison-park-kawasan-centr-175371938238/
Apartemen Dijual di Karawangpawitan,Rp 270Jt,"Sukamulya, Karawang, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/karawang/dijual-view-pool-apartemen-the-enviro-cikarang-173699817334/
Apartemen Dijual di Bangka,"Rp 3,75M","RW 05, Bangka, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/di-jual-murah-apartement-residence-8-senopati-2-br-171887975566/
Apartemen Dijual di Babakan Ciamis,"Rp 1,30M","Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-e4da453a1722-111f-199bd1a-a527-755f
Apartemen Dijual di Bumi Serpong Damai,Rp 395Jt,"BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-8e505c81dcad-2f73-19e8241-8842-76c2
Apartemen Dijual di Curug,Rp 350Jt,"Curug Kulon, Curug, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang/apartemen-studio-majestic-point-serpong-175690753117/
Apartemen Dijual di Arcamanik,Rp 450Jt,"Cisaranten Kulon, Arcamanik, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/bandung/jual-murah-2-bed-room-furnish-175443101323/
Apartemen Dijual di Kebayoran Lama,"Rp 3,85M","Gandaria City, Kebayoran Lama Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-7d0e31210eac-9b2-1999988-b962-768c
Kondominium Dijual di Kebayoran Lama,"Rp 2,20M","RW 05, Kebayoran Lama Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/for-sale-apartemen-1-park-residence-gandaria-jakar-169693000112/
Apartemen Dijual di Bumi Serpong Damai,Rp 550Jt,"BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-b25e7bb3f742-7b2e-19eb0cc-833d-74f0
Apartemen Dijual di Kebayoran Lama,"Rp 5,20M","RW 01, Kebayoran Lama Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-32e1949ff0c5-a111-19e9920-8c4d-7e42
Apartemen Dijual di Kelapa Dua,Rp 475Jt,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-a52596f3cb6f-13fe-19eb0da-b8ad-7b04
Apartemen Dijual di Badung,"Rp 1,80M","Jimbaran, Kuta Selatan, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-5c0869fb42d2-4555-19e2582-a71e-7734
Apartemen Dijual di Petamburan,"Rp 2,90M","RW 07, Petamburan, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4a8bcb31cbd2-380e-19a9bd0-ac89-709d
Apartemen Dijual di Benoa,"Rp 1,40M","Nusa Dua, Benoa, Kuta Selatan, Badung, Bali",https://www.lamudi.co.id/jual/bali/badung/cozy-1-bedroom-modern-low-rise-apartment-with-priv-174970988223/
Apartemen Dijual di Lontar,Rp 400Jt,"RW 01, Lontar, Sambikerep, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-e3d5ba5a806-e208-19f1c2f-a2a8-7cc4
Apartemen Dijual di Kosambi,Rp 520Jt,"Pantai Indah Kapuk 2, Salembaran Jati, Kosambi, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-31c7b414be81-1dbb-19cd59b-826f-76c8
Apartemen Dijual di Karet Kuningan,"Rp 2,59M","RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-1dc708785f6e-b61f-199e70e-9a46-7309
Apartemen Dijual di Dukuh Sutorejo,"Rp 2,15M","RW 04, Dukuh Sutorejo, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-c78cfe7008ce-f579-19f02fe-870d-70de
Apartemen Dijual di Mariso,Rp 700Jt,"Centre Point of Indonesia (CPI), Panambungan, Mariso, Makassar, Sulawesi Selatan",https://www.lamudi.co.id/properti/41032-73-fd1c73b74cbb-f944-19cb800-a3ac-75c2
Apartemen Dijual di Dukuh Sutorejo,Rp 210Jt,"RW 04, Dukuh Sutorejo, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-f3ac18060274-6f4d-19f02fc-bcaa-7451
Apartemen Dijual di Citraland,Rp 760Jt,"Pakuwon Indah, RW 06, Lidah Wetan, Lakarsantri, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-6878ec2c05bb-d917-19d0486-9542-7392
Apartemen Dijual di Citraland,"Rp 1,80M","Pakuwon Indah, RW 06, Lidah Wetan, Lakarsantri, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-2c1fbb22a1e1-f693-19d09dc-84ca-7121
Apartemen Dijual di Citraland,"Rp 1,60M","Wisata Bukit Mas, RW 07, Lidah Wetan, Lakarsantri, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-a8df25adacb7-e9c5-af8d898d-a74f-4a7d
Apartemen Dijual di Kedungdoro,"Rp 2,30M","RW 10, Kedungdoro, Tegalsari, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-c4fcc6a9f709-c335-19d063c-b06b-7efb
Apartemen Dijual di Penjaringan,Rp 395Jt,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-6097c91b6d32-e238-19e8745-941f-733d
Apartemen Dijual di Bumi Serpong Damai,Rp 350Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-a976dc72fcae-f874-19ed48a-bd8c-725c
Apartemen Dijual di Penjaringan,Rp 235Jt,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-1a662ef94812-c2f4-19c083c-8a14-7596
Apartemen Dijual di Benoa,"Rp 2,80M","Nusa Dua, Benoa, Kuta Selatan, Badung, Bali",https://www.lamudi.co.id/jual/bali/badung/stylish-2-bedroom-low-rise-apartment-fully-furnish-174970998210/
Apartemen Dijual di Citraland,Rp 700Rb,"Pakuwon Indah, RW 06, Lidah Wetan, Lakarsantri, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-50429a95cede-9ecd-19e069f-8c92-7962
Apartemen Dijual di Gondangdia,"Rp 1,35M","RW 05, Gondangdia, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-c54b3191f6ad-330b-d82223c-9a7c-4c51
Apartemen Dijual di Bintaro,Rp 525Jt,"Sektor 3A, Bintaro Jaya, Pondok Aren, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-82c7f510c252-6a02-19c9fff-87da-70e9
Apartemen Dijual di Cikarang Selatan,Rp 750Jt,"Lippo Cikarang, Sukaresmi, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-a94299ec8ff5-4261-19ea5bf-bfe7-7275
Apartemen Dijual di Karet Kuningan,Rp 4M,"RW 07, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-9a912e708ac8-9b31-19d956c-b620-7efa
Apartemen Dijual di Cilandak,Rp 2M,"RW 09, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-626e83fc194f-1e06-19e05ab-8c3d-7a29
Apartemen Dijual di Karet Kuningan,Rp 4M,"RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-8f156ecf5b9b-a12b-19d96f8-b0c9-7a6c
Apartemen Dijual di Karet Kuningan,Rp 4M,"RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-244776873849-f448-19d96f0-84df-7511
Apartemen Dijual di Karet Kuningan,Rp 4M,"RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-2fa197ff1290-c069-19d96e6-8e0f-73d2
Apartemen Dijual di Karet Kuningan,Rp 4M,"RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-143a24508ca2-601e-19d9594-861c-756a
Apartemen Dijual di Karet,"Rp 6,80M","RW 04, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d530f5623659-e505-f01bb4e8-ace4-4a7c
Apartemen Dijual di Pasar Minggu,Rp 550Jt,"RW 05, Pasar Minggu, Pasar Minggu, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-42fcacd8a909-60e7-7b2ae43d-aa23-4673
Apartemen Dijual di Bintaro,"Rp 2,20M","CBD Bintaro Jaya, Bintaro Jaya, Pondok Aren, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-496a10b55b3b-27ed-4863dacc-b17b-4e4c
Apartemen Dijual di Kelapa Gading,"Rp 1,60M","RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-37a19fa436cd-5fc8-19d5237-a2ae-713a
Apartemen Dijual di Kebayoran Lama,"Rp 4,75M","RW 15, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-49f3bbc7475c-3cc0-83a3398d-9688-4c98
Apartemen Dijual di Kebayoran Lama,"Rp 7,75M","RW 15, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-165c33e655ea-a509-489344a0-a386-49d0
Apartemen Dijual di Gading Serpong,Rp 750Jt,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-a84da64e919-8c8-19c1702-97a5-790f
Apartemen Dijual di Bumi Serpong Damai,"Rp 2,30M","BSD Grand CBD, BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-b94db235ee92-31ab-19c35c3-91d7-7add
Apartemen Dijual di Gading Serpong,Rp 800Jt,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-617d082ae8-c282-19c170e-ad99-762f
Apartemen Dijual di Babakan Madang,Rp 750Jt,"Sentul, Babakan Madang, Kab Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-e09fc693962e-aa61-19e2772-b5a8-71be
Apartemen Dijual di Kayu Putih,Rp 625Jt,"RW 16, Kayu Putih, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-29a563974f42-553c-19ef78e-b00d-7ae6
Apartemen Dijual di Alam Sutera,Rp 650Jt,"Alam Sutera, Pinang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-ed447ba031d0-1bf0-19eaa4c-9fd5-72bc
Apartemen Dijual di Kelapa Gading,"Rp 7,50M","RW 06, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-611120f39083-7e97-19ef7d0-a2b7-7b0f
Apartemen Dijual di Kelapa Gading,"Rp 3,85M","RW 01, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-18c4d35b012f-fcf6-19d6c38-a72b-720e
Apartemen Dijual di Luwus,"Rp 2,02M","Tua, Luwus, Tabanan, Bali",https://www.lamudi.co.id/properti/41032-73-f15035c8ee6e-641c-19d0ae5-b94b-763b
Apartemen Dijual di Dukuh Pakis,Rp 375Jt,"RW 08, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-bf2537622d71-87f5-19c8994-a2e5-7652
Apartemen Dijual di Lengkong Gudang,Rp 785Jt,"Babakan, Lengkong Gudang, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/jual/banten/tangerang/apartemen-treepark-bsd-lokasi-strategis-harga-mura-172192456230/
Apartemen Dijual di Cawang,Rp 850Jt,"RW 05, Cawang, Kramat Jati, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a6ef4cdf12ee-3aa5-19a1510-bd64-70a3
Apartemen Dijual di Bogor Selatan - Kota,"Rp 1,08M","Pakuan, Bogor Selatan, Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-a235b0f9438b-33f8-19a2f23-8e2d-73e9
Apartemen Dijual di Bogor Selatan - Kota,Rp 615Jt,"Pakuan, Bogor Selatan, Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-abcd75953bcc-3d22-19a2f0c-8e27-7137
Apartemen Dijual di Bogor Selatan - Kota,Rp 830Jt,"Pakuan, Bogor Selatan, Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-82edeee0c208-fb50-19a2efd-9d7a-75a2
Apartemen Dijual di Karet,"Rp 2,50M","RW 04, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-cf2963f30d6a-d00e-19ebbc3-aca2-7324
Apartemen Dijual di Bumi Serpong Damai,"Rp 3,20M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-adea7997fcaf-c01f-19ea6be-80dd-7274
Apartemen Dijual di Cihuni,"Rp 5,20M","Paramount Serpong, Gading Serpong, Cihuni, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-dfbb7e988170-a668-19bfa15-bfa5-705e
Apartemen Dijual di Beji,Rp 450Jt,"Pondok Cina, Beji, Depok, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-75b298ccba12-d488-19dd82a-bbc8-75c4
Apartemen Dijual di Beji,Rp 495Jt,"Kukusan, Beji, Depok, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-eef1c0dc81a-34e2-19e71fa-b45e-7183
Apartemen Dijual di Kerobokan Kelod,"Rp 3,81M","Kerobokan Kelod, Kuta Utara, Badung, Bali",https://www.lamudi.co.id/jual/bali/badung/premium-modern-one-bedroom-apartment-with-rooftop-171694755843/
Apartemen Dijual di Menur Pumpungan,Rp 370Jt,"RW 06, Menur Pumpungan, Sukolilo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-e345a830f4d8-9eac-19e3ea8-8b03-773c
Apartemen Dijual di Malang,Rp 250Jt,"05, Kel Penanggungan, Kec Klojen, Kota Malang, Ketawanggede, Kota Malang, Kota Malang, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-af7188a77489-b28a-19ab49e-bd37-70df
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,70M","BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-553ec47a9cdc-fb3c-19c4664-9568-7f39
Kondominium Dijual di Sulawesi Selatan,"Rp 1,50M","Bangkala, Jeneponto, Sulawesi Selatan",https://www.lamudi.co.id/properti/41032-73-a2b419f813b3-9426-19ab6a7-8a7a-79e5
Apartemen Dijual di Curug Sangereng,Rp 650Jt,"Summarecon Serpong, Curug Sangereng, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-97cd017bb099-de44-1999fc5-9cb2-773e
Apartemen Dijual di Dukuh Pakis,Rp 625Jt,"RW 08, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-86e46c1b74d5-443d-19db9d5-84f7-70fa
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,45M","BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-96c792ed4b45-943b-19c8a08-af0d-7b5a
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,45M","BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-38e3a750746a-3281-19c89f1-80d9-7f1a
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,45M","BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-ce89cd2838fe-bb82-19c89e0-a124-74e2
Apartemen Dijual di Bojong Jaya,Rp 525Jt,"Bojong Jaya, Karawaci, Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang/dijual-unit-langka-semi-penthouse-173301249986/
Apartemen Dijual di Tabanan,"Rp 4,50M","Banjar Anyar, Kediri, Tabanan, Bali",https://www.lamudi.co.id/properti/41032-73-2547862fcfd7-f93e-19f11b9-87e3-75c9
Apartemen Dijual di Kedung Baruk,Rp 220Jt,"RW 04, Kedung Baruk, Rungkut, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-ca92a0a42a03-a137-19d01e2-8de2-7278
Apartemen Dijual di Canggu,"Rp 2,34M","Canggu, Canggu, Kuta Utara, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-fc8cf30c2637-af76-19d0a2d-85a4-775a
Apartemen Dijual di Tabanan,"Rp 2,11M","Batugaing, Tabanan, Bali",https://www.lamudi.co.id/properti/41032-73-180baf540e26-83e8-19d05f5-ba46-7061
Apartemen Dijual di Ungasan,"Rp 5,33M","Ungasan, Kuta Selatan, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-1dfc570eb27e-7d9e-19d1ec0-9395-7538
Apartemen Dijual di Ungasan,"Rp 2,11M","Ungasan, Kuta Selatan, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-f0ac46932fe0-44ce-19d1ebc-ae82-71f3
Apartemen Dijual di Canggu,"Rp 1,99M","Canggu, Canggu, Kuta Utara, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-f17ca8c26bfc-8f0d-19d19b3-95b9-7826
Apartemen Dijual di Petulu,"Rp 1,86M","Petulu, Kecamatan Ubud, Gianyar, Bali",https://www.lamudi.co.id/properti/41032-73-a1e4ad34aff9-74e1-19d1ee2-999f-70de
Apartemen Dijual di Canggu,"Rp 2,49M","Canggu, Canggu, Kuta Utara, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-f0e3af71ce4a-7d73-19d0a10-bc89-7233
Apartemen Dijual di Badung,"Rp 2,11M","Kutuh, Kuta Selatan, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-27c586aae911-3c5c-19d1e93-80e0-7633
Apartemen Dijual di Canggu,"Rp 4,23M","Canggu, Canggu, Kuta Utara, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-46a0df71b3b5-ca31-19d1982-8ad9-711f
Apartemen Dijual di Luwus,"Rp 1,85M","Tua, Luwus, Tabanan, Bali",https://www.lamudi.co.id/properti/41032-73-1d8e7f3b27e1-d78b-19d0b35-8be8-7607
Apartemen Dijual di Canggu,"Rp 2,72M","Canggu, Canggu, Kuta Utara, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-3d6353d1ef72-333f-19d19ab-9ed2-70a5
