Judul,Harga,Lokasi,Kota,Provinsi,Tipe Properti,Kamar Tidur,Kamar Mandi,Luas Total,Nama Agen,Link
Jual Apartemen Studio di Sedayu City Kelapa Gading,595000000.0,"RW 05, Rawa Terate, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,28.0,Heny Atlantis Realty Kelapa Gading,https://www.lamudi.co.id/properti/41032-73-78275dc75e0e-fe9b-19b1b52-81e4-7a83
"Apartemen Capitol Suites Studio, 2 & 3 Bedroom Unfurnished. SIAP HUNI",2970000000.0,"RW 01, Cikini, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,6.0,Regina,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/apartemen-capitol-suites-studio-2-3-bedroom-unfurn-171956728284/
Apartment Paviliun Permata Studio Lantai 6 dijual*,375000000.0,"RW 01, Dukuh Pakis, Dukuh Pakis, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1.0,1.0,23.0,Marcia,https://www.lamudi.co.id/properti/41032-73-257eaad48fc3-443b-19ca2f0-b3cb-7154
Apartemen Kemang village,1500000000.0,"RW 01, Cipete Selatan, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,37.0,Dhee Chan,https://www.lamudi.co.id/properti/41032-73-cadac42e1522-42d1-19e7851-943c-76b5
Capitol Park Residence Tipe 2 Bedroom | Cicilan 10jtan perbulan,2000000000.0,"RW 06, Kenari, Senen, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,56.0,Regina,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/capitol-park-residence-tipe-2-bedroom-cicilan-10jt-171704211577/
Capitol Park Residence Tipe 1 Bedroom | Cicilan 10jtan perbulan,2000000000.0,"RW 06, Kenari, Senen, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,56.0,Regina,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/capitol-park-residence-tipe-1-bedroom-cicilan-10jt-171704038971/
Dijual Bukit Hijau pondok indah depan Taman,30210000000.0,"Pondok Indah, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Kondominium,4.0,4.0,500.0,Yenny - Raya Houses,https://www.lamudi.co.id/properti/41032-73-691faaae49f3-2e66-19e1fe5-a14e-7ff4
Apartemen U residence 2 bedroom tower 2 jual cepat BU,1800000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,2.0,2.0,96.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-u-residence-2-bedroom-tower-2-jual-cepat-174227258732/
Apartemen U Residence 2 bedroom Tower 2,950000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,2.0,1.0,65.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-u-residence-2-bedroom-tower-2-173918505766/
apartemen uresidence 2 bedroom tower 2,950000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,65.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-uresidence-2-bedroom-tower-2-173501576178/
Apartemen U residence Studio tower 2 jual cepat,480000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,35.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-u-residence-studio-tower-2-jual-cepat-173837587982/
Apartemen U residence studio tower 3 jual.cepat,600000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,35.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-u-residence-studio-tower-3-jual-cepat-173468872531/
apartemen studio uresidence 2 golf jual cepat murah,450000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,31.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-studio-uresidence-2-golf-jual-cepat-mura-173907062144/
Apartemen U residence 2 type 2 bed besar golf view,2000000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,2.0,2.0,96.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-u-residence-2-type-2-bed-besar-golf-view-172014965243/
Dempo Kebayoran Baru,16500000000.0,"Blok E, Gunung, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,3.0,200.0,Yenny - Raya Houses,https://www.lamudi.co.id/properti/41032-73-891c68ced4fd-3e34-19e0b75-9cbd-7c27
APARTEMEN U RESIDENCE 2 JUAL CEPAT 2 BR SIAP HUNI,2000000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,2.0,2.0,96.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-u-residence-2-jual-cepat-2-br-siap-huni-170877487066/
Apartemen di Jababeka,310000000.0,"Kota Jababeka, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,2.0,1.0,47.0,Siska - Ray White Prestige,https://www.lamudi.co.id/properti/41032-73-ae4a8b9ca538-fb57-19decb2-9e2b-7af1
"Dijual Murah - Apartemen 2BR Lantai Rendah View City Banyak Fasilitas Sangat Strategis & Bisa KPR Di Apartemen The Oak Tower, Jakarta Timur",602000000.0,"RW 02, Pulo Gadung, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,42.0,Russel Sergius - RE/MAX Harvest,https://www.lamudi.co.id/properti/41032-73-89a224adf68f-b051-8b3c491c-a968-4861
STUDIO URESIDENCE TOWER 1 DEKAT UPH,560000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,35.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/studio-uresidence-tower-1-dekat-uph-175651938326/
DIJUAL CEPAT MURAH URESIDENCE STUDIO TOWER 1,465000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,35.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/dijual-cepat-murah-uresidence-studio-tower-1-175651905911/
Di Jual Cepat studio uresidence tower 1,475000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,35.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/di-jual-cepat-studio-uresidence-tower-1-175651880841/
apartemen u residence 1 studio jual cepat,465000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,31.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-u-residence-1-studio-jual-cepat-171402986354/
apartemen u residence 3 studio BU jual cepat dekat uph siap huni,600000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,35.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-u-residence-3-studio-bu-jual-cepat-dekat-171402961034/
Apartemen U residence 3 studio jual cepat,645000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,31.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-u-residence-3-studio-jual-cepat-17101401897/
Jual cepat U residence 2 br dkt UPH siap huni,1050000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,2.0,1.0,65.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/jual-cepat-u-residence-2-br-dkt-uph-siap-huni-170857543714/
Apartemen U RESIDENCE 2 GOLF JUAL BAGUS SIAP HUNI,540000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,31.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-u-residence-2-golf-jual-bagus-siap-huni-173371029261/
apartemen u residence studio luas 35m2 jual cepat golf view,535000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,35.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-u-residence-studio-luas-35m2-jual-cepat-171402925388/
Dijual Rugi - Apartemen 1br Lantai Tinggi View Pool & Bisa Kpr Di Jakarta Barat,1090000000.0,"RW 01, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,38.0,Russel Sergius - RE/MAX Harvest,https://www.lamudi.co.id/properti/41032-73-a873e5da6e0e-6107-8bcc8311-b2b9-4985
APARTEMEN U RESIDENCE 1BR VIEW GOLF DKT UPH BU MURAH,1150000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,71.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-u-residence-1br-view-golf-dkt-uph-bu-mur-169911099047/
Fairview penthouse 3 bed Millenium Village,3700000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,3.0,3.0,166.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/fairview-penthouse-3-bed-millenium-village-173837529366/
Dijual Apartemen Begawan Malang Full Furnish Siap Huni,350000000.0,"RW 05, Kel Tlogomas, Kec Lowokwaru, Kota Malang, Tlogomas, Kota Malang, Kota Malang, Jawa Timur",Kota Malang,Jawa Timur,Apartemen,1.0,1.0,21.0,Xavier Marks Premier,https://www.lamudi.co.id/properti/41032-73-89ba744dcce9-c950-19a3dad-81da-70d6
apartemen U Residence 3 jual,600000000.0,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,47.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/properti/41032-73-a3f4a6c0b671-f836-19a1085-9d68-7c6f
U Residence 3 studio jual cepat dekat UPH,570000000.0,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,47.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/properti/41032-73-27febae366c6-4b12-19c18a2-aa7e-7614
Dijual apartemen studio Pavilion Permata MURAH passive income tiap th,250000000.0,"Bukit Mas, RW 07, Dukuh Pakis, Dukuh Pakis, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1.0,1.0,22.0,Ahui - XM Darmo,https://www.lamudi.co.id/jual/jawa-timur/surabaya/dijual-apartemen-studio-pavilion-permata-murah-pas-17541894953/
Dijual Murah - Apartemen 2BR Posisi Hoek Lantai Tinggi Sangat Strategis Di Jakarta Pusat,550000000.0,"RW 01, Gunung Sahari Selatan, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,51.0,Russel Sergius - RE/MAX Harvest,https://www.lamudi.co.id/properti/41032-73-854dd8963a48-4e46-40710dbf-9389-41c9
Dijual apartment 2 br 72m2cantik  Nuvasabay Nongsa Batam,1680000000.0,"Kampung Nongsa Pantai, Sambau, Nongsa, Batam",Nongsa,Batam,Apartemen,2.0,1.0,72.0,Cia-Tie,https://www.lamudi.co.id/jual/kepulauan-riau/batam/dijual-apartment-2-br-72m2cantik-nuvasabay-nongsa-172387314611/
Apartemen u residence 2 studio jual cepat,500000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,35.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-u-residence-2-studio-jual-cepat-172633301778/
Apartemen U residence studio jual Tower 3,640000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,31.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-u-residence-studio-jual-tower-3-175116606473/
Studio U Residence Golf view Tower 2,475000000.0,"Saga, Balaraja, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,31.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/properti/41032-73-b46ce7dabeb9-eaaa-19bba7a-bd57-72bc
Dijual Apartement Casa Grande Chianti New Tower 2 di Casablanca Tebet Jaksel,3000000000.0,"RW 05, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,67.0,Efindari Lestari,https://www.lamudi.co.id/properti/41032-73-dc09d9ae5b79-9d8a-199e6b4-a9ac-7ee7
Apartemen Full furnished Bagus,300000000.0,"RW 06, Dukuh Pakis, Dukuh Pakis, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1.0,1.0,23.0,Ahui - XM Darmo,https://www.lamudi.co.id/jual/jawa-timur/surabaya/apartemen-full-furnished-bagus-172084704189/
1 bedroom jual cepat U residence 2,1000000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,71.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/1-bedroom-jual-cepat-u-residence-2-174787672684/
Apartemen U residence Studio Tower 2 jual cepat,450000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,31.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-u-residence-studio-tower-2-jual-cepat-173795828724/
Apartemen U residence 3 jual rugi dkt UPH connecting supermal,680000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,31.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-u-residence-3-jual-rugi-dkt-uph-connecti-173371028545/
Apartemen U residence studio Tower 2,450000000.0,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,31.0,Independent Agent - Aniez Zarwendah,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-u-residence-studio-tower-2-173872296515/
Dijual Apartemen Semi Furnish Dekat UB di Begawan Malang,595000000.0,"RW 05, Kel Tlogomas, Kec Lowokwaru, Kota Malang, Tlogomas, Kota Malang, Kota Malang, Jawa Timur",Kota Malang,Jawa Timur,Apartemen,2.0,1.0,40.0,Xavier Marks Premier,https://www.lamudi.co.id/properti/41032-73-3dd4ea16175a-a600-19c8903-99ed-72f6
Apartemen The Riviera Mansion Waterplace Tower F,2600000000.0,"Pakuwon Indah, RW 06, Lidah Wetan, Lakarsantri, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,3.0,2.0,177.0,XM  Citraland,https://www.lamudi.co.id/properti/41032-73-cfa8e354e154-b88f-19ca308-ad8d-7755
Jual Apartemen Cervino Village Tebet Jakarta Selatan(R72),1000000000.0,"RW 02, Tebet Timur, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,53.0,Van Home - PT Van Java Property,https://www.lamudi.co.id/properti/41032-73-cc6275dafb79-c047-19e5393-be1a-705d
APARTEMEN BSD MURAH 2 BR DKT PUSAT BISNIS SAMPING AEON MALL BSD,870000000.0,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2.0,1.0,51.0,mochamad syarief,https://www.lamudi.co.id/properti/41032-73-99dbd9137ea9-cbb-19de381-b8dd-7293
Jual Murah Apartemen Casa De parco 2BR,800000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2.0,1.0,60.0,Eko Prasetiyo,https://www.lamudi.co.id/properti/41032-73-c4e83d186009-bb53-19c8c37-be40-7a26
APARTEMEN BSD SERPONG SIAP HUNI SAMPING AEON MALL BSD,870000000.0,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2.0,1.0,51.0,mochamad syarief,https://www.lamudi.co.id/properti/41032-73-d57e17bcde5c-1803-19de6d4-8a16-7063
APARTEMEN BSD DIJUAL 2 BR DKT PUSAT BISNIS & LIFESTYLE COCOK INVESTOR,870000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2.0,1.0,51.0,mochamad syarief,https://www.lamudi.co.id/properti/41032-73-d8c677791433-de89-19de6cf-9b2b-73a4
APARTEMEN BSD MURAH 1 BR TERBAIK DI BSD CITY DKT EXIT TOL,780000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,35.0,mochamad syarief,https://www.lamudi.co.id/properti/41032-73-dde8ed4709e0-ddea-19de6c7-af48-752b
APARTEMEN BSD DIJUAL 2 BR dekat ke tol & transportasi,780000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,35.0,mochamad syarief,https://www.lamudi.co.id/properti/41032-73-93cf6f60af84-6b31-19de3c6-8f33-75ac
APARTEMEN BSD DIJUAL 2 BR AKSES MUDAH KE TOL STRATEGIS SAMPING AEON MALL BSD,870000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2.0,1.0,51.0,mochamad syarief,https://www.lamudi.co.id/properti/41032-73-9090233f7dc5-da66-19de3b2-badc-74b6
APARTEMEN BSD DIJUAL 1 BR POTENSI SEWA TINGGI SAMPING AEON MALL BSD,780000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,35.0,mochamad syarief,https://www.lamudi.co.id/properti/41032-73-2aaacad8e96f-dcc5-19de3ac-aebe-7240
APARTEMEN BSD MURAH SIAP HUNI CAPITAL GAIN TINGGI STRATEGIS SAMPING AEON MALL,780000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,35.0,mochamad syarief,https://www.lamudi.co.id/properti/41032-73-40c603d4e7dd-f64-19de387-81e5-77a6
APARTEMEN BSD MURAH FASILITAS LENGKAP SIAP HUNI SAMPING AEON MALL BSD,870000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2.0,1.0,51.0,mochamad syarief,https://www.lamudi.co.id/properti/41032-73-88f7e638ffc9-851c-19de36c-b791-712b
APARTEMEN BSD MURAH SIAP HUNI POTENSI SEWA TINGGI SAMPING AEON MALL BSD,780000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,35.0,mochamad syarief,https://www.lamudi.co.id/properti/41032-73-7f0204d95610-e487-19de357-a909-747a
APARTEMEN BSD MURAH TERBAIK LOKASI PREMIUM SAMPING AEON MALL,780000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,35.0,mochamad syarief,https://www.lamudi.co.id/properti/41032-73-ef62603ab696-b597-19de354-871d-73fd
Dijual Apartemen 2BR Furnished lantai 9 di Springlake Summarecon Bekasi,475000000.0,"Rawa Bugel, Perwira, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,2.0,1.0,42.0,Hadi - LJH Realty Grand Galaxy,https://www.lamudi.co.id/properti/41032-73-2633c74bc6a0-b271-19f1d28-88ba-7e96
Apartemen Puncak CBD Tower A Type Studio Siap Huni,100000000.0,"RW 02, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1.0,1.0,21.0,XM  Citraland,https://www.lamudi.co.id/properti/41032-73-cd88f8d79993-2f7a-19c7eca-9a51-733a
APARTEMEN BSD DIJUAL FREE DP FREE IPL HANYA SELANGKAH DARI AEON MALL,500000000.0,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,23.0,mochamad syarief,https://www.lamudi.co.id/properti/41032-73-530bbc0460d9-6bb0-19de393-bf64-75de
APARTEMEN BSD MURAH STRATEGIS AKSES MUDAH KE TOL SIAP HUNI,500000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,23.0,mochamad syarief,https://www.lamudi.co.id/properti/41032-73-c2c5c71a674c-a921-19de35b-82ef-7074
Dijual Apartemen Tipe Studio Furnish di Begawan Malang,395000000.0,"RW 05, Kel Tlogomas, Kec Lowokwaru, Kota Malang, Tlogomas, Kota Malang, Lowokwaru, Jawa Timur",Lowokwaru,Jawa Timur,Apartemen,1.0,1.0,21.0,Rahma - XM Premier Malang,https://www.lamudi.co.id/properti/41032-73-b438e56fbdf7-11e7-19ec9ff-b453-7407
Dijual Kondominium Graha Famili Prima Surabaya,4000000000.0,"Graha Famili, RW 08, Wiyung, Wiyung, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Kondominium,3.0,1.0,160.0,Lina Eliyani - Be The Best Property,https://www.lamudi.co.id/properti/41032-73-bb61f05fa1cc-63d5-19bba5c-9aa1-795e
Di Jual Apartemen Murah Tipe Studio,365000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,3.0,Eko Prasetiyo,https://www.lamudi.co.id/properti/41032-73-e74a70ca8289-2b8-19d7392-a9d3-7707
Dijual Apartemen Adhiwangsa Tower F Siap Huni,5450000000.0,"Bukit Darmo, RW 02, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,3.0,3.0,155.0,XM  Citraland,https://www.lamudi.co.id/properti/41032-73-4e4ecc04407c-10010-19c0313-aacb-7637
SOHO Apartement Denver Surabaya,1500000000.0,"Citraland, RW 06, Made, Sambikerep, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,47.0,David Nie - XM Darmo Permai,https://www.lamudi.co.id/properti/41032-73-1542782608ce-727a-19d0f5f-9ec8-7fd9
Jual Apartemen Jakarta Green Pramuka City type 2 kamar sudah lengkap dengan interior,465000000.0,"RW 09, Rawasari, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,47.0,SEWA DAN JUAL APARTEMEN GREEN PRAMUKA BY SR,https://www.lamudi.co.id/properti/41032-73-6af9db26fabe-99ca-19ef37b-8ec9-77cf
Apartemen Paddington Heights Alam Sutera Kota Tangerang Lokasi Premium Siap Huni,2000000000.0,"Alam Sutera, Pinang, Tangerang, Banten",Tangerang,Banten,Apartemen,3.0,3.0,94.0,Tuvi Truvitas,https://www.lamudi.co.id/properti/41032-73-e4372b73c764-1c9b-19cb217-88e0-7079
Apartemen Paddington Heights Alam Sutera Tangerang Fully Furnished Siap Huni,1980000000.0,"Alam Sutera, Pinang, Tangerang, Banten",Tangerang,Banten,Apartemen,2.0,1.0,94.0,Tuvi Truvitas,https://www.lamudi.co.id/properti/41032-73-4f1cad0ad5e1-aa14-19cb20c-9bb2-7528
APARTEMEN BSD DIJUAL STUDIO STRATEGIS SAMPING AEON MALL BSD,500000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,23.0,mochamad syarief,https://www.lamudi.co.id/properti/41032-73-775e651c21c0-dad1-19de3bd-b4bb-73d4
APARTEMEN BSD MURAH STUDIO STRATEGIS SAMPING AEON MALL BSD POTENSI SEWA TINGGI,500000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,23.0,mochamad syarief,https://www.lamudi.co.id/properti/41032-73-13bb8134c4ef-bcde-19de38b-9536-7652
"DIJUAL SEGERA! Apartemen Amor, Pakuwon City Surabaya",450000000.0,"RW 03, Kejawen Putih Tambak, Mulyorejo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1.0,1.0,22.0,Lina Eliyani - Be The Best Property,https://www.lamudi.co.id/properti/41032-73-271ed0336607-46fd-19ccff2-b9ad-7eff
Apartemen Rosebay Graha Family Fully Furnish Siap Huni,2000000000.0,"Bukit Darmo, RW 02, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,62.0,XM  Citraland,https://www.lamudi.co.id/properti/41032-73-177a4f9bd594-5c8b-19bd55a-aab7-7350
