Judul,Harga,Lokasi,Link
Apartemen Dijual di Cilandak,"Rp 1,50M","RW 02, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-jakarta-selatan-antasari-place-175845208192/
Apartemen Dijual di Panunggangan,Rp 565Jt,"Tifico, Panunggangan, Pinang, Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang/jual-rugi-lagi-bu-apartemen-springwood-2br-full-fu-17575626078/
Apartemen Dijual di Kebayoran Lama,"Rp 5,50M","RW 05, Kebayoran Lama Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b4dcc41ea2d-e376-19dfdbd-8750-7ab4
Apartemen Dijual di Pademangan,Rp 850Jt,"PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-aa320518b153-2a44-19dd355-93f9-7456
Apartemen Dijual di Karet Kuningan,Rp 20M,"RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-ad9d2afc9205-ba3c-19ec00d-ade4-74b7
Apartemen Dijual di Karet,"Rp 3,10M","RW 04, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4b48aa660677-e52e-19bda81-8bcb-7764
Apartemen Dijual di Menteng Dalam,"Rp 1,65M","RW 01, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-30b02cadf340-fe6b-19f0785-95e6-77be
Apartemen Dijual di Alam Sutera,"Rp 5,50M","Alam Sutera, Pinang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-49887767cf5f-ee80-19ca784-843e-7ebe
Apartemen Dijual di Gambir,Rp 385Jt,"RW 02, Gambir, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a7b6dda5e6b7-3b14-19e6390-9b09-7122
Kondominium Dijual di Babatan,"Rp 1,80M","Graha Famili, RW 11, Babatan, Wiyung, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-fe7cf2429827-821-19ebc59-b88c-7952
Apartemen Dijual di Cawang,Rp 650Jt,"RW 05, Cawang, Kramat Jati, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-e4e8078c045-9df2-19d4d67-bbf0-7251
Apartemen Dijual di Cempaka Putih,Rp 350Jt,"RW 02, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/sewa/jakarta/jakarta-pusat/the-green-pramuka-city-sewa-harian-sd-tahunan-baca-174140246297/
Apartemen Dijual di Karet Semanggi,"Rp 4,50M","RW 03, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-e9a32a6c5c5a-be78-19dab37-acf5-7842
Apartemen Dijual di Tebet,"Rp 2,85M","RW 06, Tebet Barat, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d75b258c10be-81b-19e6585-8d58-7304
Apartemen Dijual di Kalijudan,Rp 360Jt,"RW 07, Kalijudan, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-3c64cae80337-83a7-19f0be5-a367-7fd5
Apartemen Dijual di Cempaka Putih,Rp 260Jt,"RW 02, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-327625dd0eb1-16be-19afd48-834d-7472
Apartemen Dijual di Cengkareng,Rp 820Jt,"RW 02, Duri Kosambi, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-93ae54ab79e4-7d88-19a16dd-82df-7053
Apartemen Dijual di Bojong Nangka,Rp 350Jt,"Podomoro Golf View, Bojong Nangka, Gunung Putri, Kab Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-f757c26f8ee6-b50d-19eda86-80ea-780a
Apartemen Dijual di Margajaya,Rp 430Jt,"Summarecon Bekasi, Rawa Bugel, Margajaya, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-d51ab4abee43-dc61-19c43ea-bfd2-711b
Apartemen Dijual di Kamal Muara,"Rp 3,80M","RW 03, Kamal Muara, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a0167fb22d15-a35-19b6edc-9445-7103
Apartemen Dijual di Karet,"Rp 9,90M","RW 10, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-21ec988c0aac-ca3a-19a2a5b-999a-74da
Apartemen Dijual di Tebet,Rp 875Jt,"RW 01, Tebet Barat, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-21dee37183cb-8327-19ce5b3-8d86-75c3
Apartemen Dijual di Karet,"Rp 8,10M","RW 10, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-9aa78e88f4a1-5518-19a2a41-af9c-74dd
Apartemen Dijual di Pademangan,"Rp 1,20M","PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-fe672b00f237-b96b-199b50b-a769-7e44
Apartemen Dijual di Penjaringan,Rp 400Jt,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-22cf6f1e03d4-7505-19b09a4-ac3a-7724
Apartemen Dijual di Cempaka Putih,Rp 445Jt,"RW 02, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-1e0dfbf0a552-8836-19f0299-b9d0-7435
Apartemen Dijual di Cikarang Selatan,Rp 455Jt,"Meikarta, Cibatu, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-7fc3d4b1a5ad-fb5a-19f1e56-8a7b-7392
Apartemen Dijual di Kalibata,Rp 355Jt,"RW 01, Kalibata, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-c7a336fdeb5b-8c6d-19edadd-8351-793d
Apartemen Dijual di Kalideres,Rp 750Jt,"RW 09, Kalideres, Kalideres, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-2c1638108e3-46b8-19d2b1a-94d1-7071
Apartemen Dijual di Bojong Nangka,Rp 250Jt,"Podomoro Golf View, Bojong Nangka, Gunung Putri, Kab Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-f2e17d9998f2-fda6-19d61a3-b1ed-7d27
Apartemen Dijual di Depok,Rp 420Jt,"Kledokan, Catur Tunggal, Depok, Sleman, Daerah Istimewa Yogyakarta",https://www.lamudi.co.id/properti/41032-73-e33caba3cbab-42d0-199b8dd-9a19-77c4
Apartemen Dijual di Grogol Petamburan,"Rp 1,40M","RW 07, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-6d2691c321aa-d903-199b3ca-b10a-7108
Apartemen Dijual di Cempaka Putih,Rp 365Jt,"RW 02, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/sewa/jakarta/jakarta-pusat/green-pramuka-city-apartement-tower-mall-full-furn-174527724185/
Apartemen Dijual di Karet,"Rp 2,60M","RW 04, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-itc-ambassador-3br-118mtr-full-furnished-175367741310/
Apartemen Dijual di Kebagusan,Rp 350Jt,"RW 03, Kebagusan, Pasar Minggu, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-e5c085b1948c-e5f4-19f1349-a26d-74b5
Apartemen Dijual di Pantai Indah Kapuk 2,Rp 450Jt,"Muara, Pantai Indah Kapuk 2, Muara, Teluknaga, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-5181cc6dc219-c874-19cb9a7-83ab-7de1
Apartemen Dijual di Menteng Dalam,"Rp 1,10M","RW 01, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-fc04011566b4-6bbb-19eedfa-8394-76e7
Apartemen Dijual di Cempaka Putih,Rp 330Jt,"RW 02, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-87b06f3ee6f9-c7e9-19eee6e-bf82-7813
Apartemen Dijual di Menteng Dalam,Rp 900Jt,"RW 05, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apt-casablanca-mansion-1br-besar-lb-62-5mtr-175565791287/
Apartemen Dijual di Kebayoran Baru,"Rp 7,50M","SCBD, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/residence-8-apartmen-3br-fully-furnish-best-price-175455335333/
Apartemen Dijual di Manyar,"Rp 3,85M","RW 10, Manyar Sabrangan, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-8037467c4b8e-689c-19eca6a-ad0c-75bc
Apartemen Dijual di Cempaka Putih,Rp 425Jt,"RW 09, Rawasari, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-49964652a2f5-8ef4-19ebadc-a95c-7d8b
Apartemen Dijual di Kelapa Dua,Rp 670Jt,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-f051040639c5-e5fb-19f0dd5-b3cc-7dde
Apartemen Dijual di Kosambi,Rp 470Jt,"Osaka Riverview Apartment, Pantai Indah Kapuk 2, Salembaran, Kosambi, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-209a10137b37-97c2-19eafdf-8276-755f
Apartemen Dijual di Bidara Cina,Rp 795Jt,"RW 07, Bidara Cina, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-515cc3e23888-2f9e-19f1243-a21c-7fe7
Apartemen Dijual di Cilandak,"Rp 1,80M","RW 01, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-e53376e7e4cd-c62c-19a806b-8f5e-73b7
Apartemen Dijual di Kalisari,Rp 300Jt,"Pakuwon City, RW 08, Kalisari, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-449bc9302ada-aa44-19efa3c-a2c4-70a7
Apartemen Dijual di Jatinegara,Rp 450Jt,"RW 01, Cipinang Besar Utara, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-3b658506de98-c068-19f18f5-bf8f-761f
Apartemen Dijual di Jatinegara,"Rp 699,99Jt","RW 01, Cipinang Besar Utara, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-625031a3f266-1bcc-19f1960-8ba9-709f
Apartemen Dijual di Grogol Petamburan,"Rp 3,80M","RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d1e483739da4-5a85-19ef39a-816f-7268
Apartemen Dijual di Kelapa Gading,"Rp 2,90M","RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-69e7c106a0bf-88-19ed8ce-bfe4-7ce5
Apartemen Dijual di Kebon Kosong,Rp 550Jt,"RW 12, Kebon Kosong, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a095b2e0dcc-948b-19f1e98-8d79-7538
Apartemen Dijual di Jatinegara,Rp 480Jt,"RW 01, Cipinang Besar Utara, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-e88fde18b9a9-fc51-19f1966-bc21-761f
Apartemen Dijual di Bekasi Barat,Rp 270Jt,"Grand Kamala Lagoon, Lagoon, Jakasampurna, Bekasi, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/bekasi/apartemen-murah-di-grand-kamala-lagoon-174178653662/
Apartemen Dijual di Mampang Prapatan,Rp 950Jt,"RW 11, Pela Mampang, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-99e1f7ffe3c7-6f68-19be426-b561-73b6
Apartemen Dijual di Pancoran,"Rp 1,30M","RW 02, Pancoran, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a3a3c3ecae26-f08e-19cb32f-be37-751d
Apartemen Dijual di Cengkareng,"Rp 5,70M","RW 13, Cengkareng Barat, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-c34310b99bbc-22d0-19ded4b-aa2e-7547
Apartemen Dijual di Grogol Petamburan,Rp 3M,"RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-6cb368a786c8-6c89-19e0712-90cc-714c
Apartemen Dijual di Grogol Petamburan,"Rp 1,15M","RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-df878edc7534-74b3-19d42cc-80e6-7770
Apartemen Dijual di Kosambi,Rp 470Jt,"Pantai Indah Kapuk 2, Salembaran, Kosambi, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-4fc73461b1ad-2aae-19d6bb6-b996-7918
Apartemen Dijual di Pancoran,Rp 3M,"RW 04, Pancoran, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-ff23f8eb515a-ba04-19e44f2-b472-7055
Apartemen Dijual di Cidadap,Rp 599Jt,"Hegarmanah, Cidadap, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-352241ccf6b5-7274-19ea5dc-80d5-7460
Apartemen Dijual di Kebon Melati,"Rp 2,85M","Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-fdaae32def34-7ea6-19eee60-8cda-7617
Apartemen Dijual di Batam Kota,Rp 880Jt,"Lubuk Baja Kota, Lubuk Baja Kota, Lubuk Baja, Batam",https://www.lamudi.co.id/properti/41032-73-7a2e3f73dd8-9812-19eab37-9c3f-772e
Apartemen Dijual di Cisauk,Rp 450Jt,"Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang/dijual-studio-corner-hoek-furnished-apartemen-casa-175265704098/
Apartemen Dijual di Bumi Serpong Damai,Rp 725Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/apartement-studio-casa-de-parco-2-lantai-view-swim-172733956945/
Apartemen Dijual di Bekasi,Rp 459Jt,"Grand Pondok Ungu, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-ccffff0cf509-4de4-19a1259-b644-790a
Apartemen Dijual di Karet,"Rp 1,27M","RW 10, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-7ebd60fa1074-4173-19e72eb-9111-758c
Apartemen Dijual di Mlati,Rp 570Jt,"Sendangadi, Mlati, Sleman, Daerah Istimewa Yogyakarta",https://www.lamudi.co.id/jual/yogyakarta/sleman/apartemen-taman-melati-yogyakarta-171809476438/
Apartemen Dijual di Dukuh Sutorejo,Rp 600Jt,"RW 04, Dukuh Sutorejo, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-ecb7ffd4d6bb-a504-19bdbab-828e-7792
Apartemen Dijual di Dukuh Sutorejo,Rp 500Jt,"RW 04, Dukuh Sutorejo, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-c7a35331df89-2748-19bdba8-9977-739e
Apartemen Dijual di Gading Serpong,Rp 700Jt,"Ruko Bavaria, Paramount Serpong, Gading Serpong, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-bada515e8ea4-1967-19e5ed4-9ebd-7f8c
Apartemen Dijual di Karet Semanggi,"Rp 1,40M","RW 02, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-94a74fa4f678-9aa7-19f0686-871d-7d47
Apartemen Dijual di Purwosari,"Rp 1,50M","Purwosari, Surakarta, Jawa Tengah",https://www.lamudi.co.id/properti/41032-73-68078a99ceb5-4918-19c17e3-b6ba-7249
Apartemen Dijual di Jatinegara,Rp 750Jt,"Bassura City, Cipinang Besar Selatan, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-f05371750003-bbbb-19ef710-9b0e-7f79
Apartemen Dijual di Tebet,"Rp 2,80M","RW 02, Tebet Timur, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-apartemen-casa-grande-tower-mirage-174719651067/
Apartemen Dijual di Karawaci,"Rp 1,75M","Karawaci Ilir, Karawaci, Karawaci, Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang/paling-murah-apt-hillcrest-house-karawaci-tangeran-175636929840/
Apartemen Dijual di Genteng,Rp 750Jt,"RW 01, Ketabang, Genteng, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-a4721f9eb4cc-9e86-19e690e-9f72-71a3
Apartemen Dijual di Cikarang Selatan,Rp 665Jt,"Meikarta, Cibatu, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/bekasi/dijual-cepat-apartemen-orenge-contry-tower-irvine-174797123566/
Apartemen Dijual di Bumi Serpong Damai,Rp 590Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-ef65fa3e2226-828b-19bcafc-92d8-709b
Apartemen Dijual di Cicendo,Rp 490Jt,"Klaster Gunung Batu 117, Sukaraja, Cicendo, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-apartemen-full-furnished-view-kota-gateaway-174489899515/
Apartemen Dijual di Cengkareng,Rp 510Jt,"RW 02, Duri Kosambi, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-8e26cc33d621-4760-199a2d8-9783-7318
Apartemen Dijual di Karet Tengsin,"Rp 1,15M","RW 09, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-7166836bdc6-f6b6-19eaadb-8f60-72e1
Apartemen Dijual di Pesanggrahan,Rp 250Jt,"RW 03, Petukangan Selatan, Pesanggrahan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-ea28759e3833-32ab-19ef3d1-bf13-70db
Apartemen Dijual di Kosambi,"Rp 470,00Jt","Pantai Indah Kapuk 2, Salembaran, Kosambi, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-6cc5e5ee26b8-db01-19d6bb8-b9cf-7464
Apartemen Dijual di Petemon,"Rp 321,62Jt","RW 01, Petemon, Sawahan, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-97d41b7e3edd-fd89-19ad409-8ecb-7266
Apartemen Dijual di Kelapa Indah,Rp 400Jt,"Kota Ayodhya, Kelapa Indah, Tangerang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-886ea5f746d9-17fa-19ed622-ad9f-7a07
Apartemen Dijual di Menteng Dalam,"Rp 1,15M","RW 05, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-400cca9267e0-29a1-19b6866-8279-7261
Apartemen Dijual di Bekasi Utara,Rp 410Jt,"Rawa Bugel, Perwira, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-a95458e9fa74-198c-19efe90-87cf-77dd
Apartemen Dijual di Palmerah,"Rp 1,80M","RW 01, Slipi, Palmerah, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-apartement-slipi-jakarta-barat-3br-full-fur-174816966797/
Apartemen Dijual di Kebayoran Baru,"Rp 2,50M","RW 01, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/jual-cepat-harga-miring-apt-fourwinds-senayan-1-br-170109608498/
Apartemen Dijual di Bumi Serpong Damai,"Rp 3,50M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-a45f255c6589-a764-19cda4a-9f00-7f60
Apartemen Dijual di Cikarang Selatan,Rp 550Jt,"Pasirsari, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-aab1437a0d79-4502-19efef0-a532-70f1
Apartemen Dijual di Cikini,Rp 3M,"RW 02, Cikini, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-e5d14ef46d33-7229-19df939-ae32-7715
Apartemen Dijual di Kuningan,"Rp 1,50M","RW 10, Menteng Atas, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-afa045ac5a3-906d-19e8be1-9564-7144
Apartemen Dijual di Cidadap,Rp 499Jt,"Cisitu Dalam, Ciumbuleuit, Cidadap, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-2f1ffe0a6c91-919f-19df215-b76c-75a8
Apartemen Dijual di Grogol Petamburan,Rp 615Jt,"RW 04, Tanjung Duren Utara, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-36f6206b5b0c-4ebe-19f134d-a490-7228
Apartemen Dijual di Babakan Madang,Rp 340Jt,"Sentul City, Citaringgul, Babakan Madang, Kab Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-12d026ff6c07-877b-19f1aeb-8cec-7461
Apartemen Dijual di Summarecon Bekasi,Rp 240Jt,"Summarecon Bekasi, Rawa Bugel, Summarecon, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-494aa7900d2-30c5-19dfc5e-b5d0-76f6
Kondominium Dijual di Kuningan,"Rp 1,35M","RW 02, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/empyreal-condominium-episentrum-rasuna-1-kt-best-c-175741317110/
Apartemen Dijual di Kamal Muara,"Rp 4,80M","RW 06, Kamal Muara, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-5d12963e1cc5-8cfc-19be50b-9ff3-76d8
Apartemen Dijual di Serpong,Rp 585Jt,"Cadasmampar, Serpong, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/jual-apartemen-silkwood-lantai1-oak-tower-dkt-kamp-172896292425/
Apartemen Dijual di Bojong Nangka,Rp 350Jt,"Podomoro Golf View, Bojong Nangka, Gunung Putri, Kab Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-12e12c825ca2-e4f3-19ec596-b11b-7c62
Apartemen Dijual di Menteng Dalam,"Rp 1,40M","RW 05, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-38612f75b788-6f73-19e6cbe-acac-72a6
Apartemen Dijual di Pademangan,"Rp 2,50M","PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/dijual-apt-the-royale-springhill-kemayoran-3-2br-l-174713414681/
Apartemen Dijual di Jagakarsa,Rp 590Jt,"RW 01, Lenteng Agung, Jagakarsa, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/di-jual-apartemen-mahata-tanjung-barat-175653549346/
Apartemen Dijual di Embong Kaliasin,Rp 300Jt,"RW 02, Embong Kaliasin, Genteng, Surabaya, Jawa Timur",https://www.lamudi.co.id/jual/jawa-timur/surabaya/baru-gress-apartemen-gunawangsa-tidar-free-furnish-175400723743/
Apartemen Dijual di Jatinegara,Rp 700Jt,"Bassura City, Cipinang Besar Selatan, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-6547f0eb47ed-832a-19dbb24-a087-793f
Kondominium Dijual di Penjaringan,Rp 900Jt,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-2c18d8dbbd24-2cbd-19a7df1-a74b-7716
Apartemen Dijual di Cilandak,Rp 2M,"RW 09, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-ec9c80424cce-7b34-1d2ba17a-b3ad-40f9
Apartemen Dijual di Sleman,Rp 750Jt,"Sariharjo, Ngaglik, Sleman, Daerah Istimewa Yogyakarta",https://www.lamudi.co.id/properti/41032-73-a300247a449d-4923-14e205c2-aefd-4864
Apartemen Dijual di Cicendo,Rp 550Jt,"Klaster Gunung Batu 117, Sukaraja, Cicendo, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-d8795375fe61-faf0-19cb725-afa4-75d8
Apartemen Dijual di Jatinegara,Rp 400Jt,"Bassura City, Cipinang Besar Selatan, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-61ff9906b023-3e24-19e5ad7-a315-7d2e
Apartemen Dijual di Kebon Jeruk,Rp 325Jt,"RW 01, Kebon Jeruk, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-apartemen-belmont-residence-dekat-rs-tol-ma-174425663093/
